"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b1[1]",0,0,0,0,0,0,0,1,1
"b1[2]",-6.40994290930963,2.61723822468653,-12.756113744093,-7.87747635311284,-5.9376301871119,-4.48408503156714,-2.65240125500863,1.00135168755606,5500
"b1[3]",-0.617500374790314,0.15744356701342,-0.926294877581593,-0.72365477531426,-0.6172110311274,-0.511400182856317,-0.308891781133859,1.00561533352419,530
"b1[4]",-4.86421145367683,2.94446742540292,-11.7868773639072,-6.5274581656417,-4.41568221502362,-2.70673024330695,-0.385468206670145,1.00102459272968,20000
"b1[5]",-0.132744368938931,0.202125526633719,-0.519382342898976,-0.269122685036722,-0.135877113505383,0.0012653954884448,0.269829976228587,1.00534499289424,570
"b1[6]",-0.76751307674895,0.162086505034562,-1.08182340263145,-0.876762159166024,-0.767972746908691,-0.658414854925921,-0.450704870001207,1.00443897671198,710
"b1[7]",-1.87702699251992,0.420800502980671,-2.72489521056393,-2.15673053268654,-1.86778995842226,-1.58583466325709,-1.07158469696589,1.00262047322632,1500
"b1[8]",-5.24903523742074,2.86575089043233,-12.0077171762428,-6.92318962163813,-4.80148230460188,-3.12245582867857,-0.940820041696189,1.00124201610208,7300
"b1[9]",-5.2491052425174,2.87350516936408,-12.0666270457474,-6.90758303997122,-4.78459245135954,-3.14071631604556,-0.962794175979761,1.00099587730367,20000
"b1[10]",-5.7355237655715,2.70918042813099,-12.1468905280831,-7.27172166861728,-5.28132183507243,-3.72371746928256,-1.78376465468763,1.00101997839039,20000
"b1[11]",-5.96981330064424,2.66570825450553,-12.3206298996204,-7.47104950384393,-5.52068720829503,-3.99183839452134,-2.08831792591045,1.00157660769165,3700
"b2[1]",0,0,0,0,0,0,0,1,1
"b2[2]",-0.734914425707259,0.130607092841357,-0.993913083547832,-0.823033318234395,-0.734304676962446,-0.645637377177316,-0.484709489360204,1.00138172134802,5200
"b3[1]",0,0,0,0,0,0,0,1,1
"b3[2]",0.133979185525981,0.211169265558118,-0.221990117970905,-0.00936487650901079,0.106252789236783,0.253678118493242,0.618966207405032,1.00118296589254,8800
"b3[3]",0.0829986839431096,0.227818504170921,-0.32581738425777,-0.0671245035782279,0.0624428597137711,0.221932208422384,0.581511127254326,1.00151739475332,4000
"b3[4]",0.033778726887133,0.255233658555306,-0.418800702066024,-0.134639465478081,0.010198513860104,0.178791226600116,0.588808037568506,1.00685689035409,420
"b3[5]",-0.0826694060241066,0.239423999238394,-0.535393543191186,-0.241386829249362,-0.0905886500243344,0.0623922388804385,0.429007312253195,1.0029091692164,1200
"b3[6]",-0.24181308267788,0.314654049769407,-0.840930107855632,-0.435707266186036,-0.247123781687571,-0.0637348600980852,0.433133529700686,1.00250932492689,1600
"b3[7]",-0.405732966681555,0.244587871959134,-0.879614345090362,-0.569738029134397,-0.407259748341546,-0.242961910342903,0.0774450969383343,1.0076015846507,380
"b3[8]",-0.551001171387968,0.286690792102714,-1.13390709010546,-0.741725426617197,-0.548674150590881,-0.356680872718998,-0.00651918192896476,1.00501210140844,610
"deviance",1164.03118675595,14.8246220601562,1136.17840125155,1153.38607092385,1164.06929781335,1174.18921205943,1193.2652364196,1.02117862637298,130
"eps[1]",-0.0388955209342151,1.00472782705632,-2.01900083198102,-0.713092888956897,-0.0260523048283271,0.635951301094194,1.94980478229494,1.00093150942783,20000
"eps[2]",-0.0558444236716351,1.0053490014496,-2.01327959920015,-0.728496835923642,-0.0634090194076824,0.617753057809086,1.93365141721405,1.00104369604948,17000
"eps[3]",-0.0783755759588478,1.01186704634177,-2.07793683423146,-0.753978128920161,-0.0640972157519748,0.600962684753917,1.90476840138446,1.00169289755277,3200
"eps[4]",-0.0822455017892392,1.00141905160485,-2.04055727233967,-0.766601935693409,-0.0828457793516669,0.595304198189764,1.87118078821976,1.00225522931696,1800
"eps[5]",-0.184766209282738,1.0096568792393,-2.1401178579673,-0.865346428707123,-0.195367912206103,0.486693949314819,1.82461241825941,1.00330944898575,1000
"eps[6]",-0.212330811445509,1.05134567010553,-2.24366498626876,-0.927672528916369,-0.225473683081688,0.495324433727515,1.86845511952364,1.00365014958901,910
"eps[7]",-1.05123351283731,0.905921711721284,-2.74447166404164,-1.66349862971312,-1.09621766634584,-0.475028116159486,0.825575787065997,1.02044074061471,150
"eps[8]",0.0001819276185802,0.998863247796082,-1.98005723385462,-0.663808467782906,-0.00160486920760998,0.663407345149165,1.99242332030905,1.00095857205509,20000
"eps[9]",-0.0100454441695781,0.99110214054629,-1.96680415036989,-0.673082210448783,-0.00680249532842925,0.663621602061738,1.91262072354195,1.00098056062422,20000
"eps[10]",-0.046401508657878,0.976822905774471,-1.95263447700145,-0.711779990773484,-0.0510292111024345,0.613369139590484,1.86461403067384,1.00141777340259,4800
"eps[11]",-0.0408869631012896,0.976896635692504,-1.92963634644743,-0.714292163337806,-0.0352333892741919,0.626847710845051,1.87040157953277,1.00110608277914,12000
"eps[12]",-0.253718339351295,0.775670331779642,-1.74896645068369,-0.765351272204321,-0.260444647071853,0.239209953769337,1.30404893355832,1.00201052250761,4100
"eps[13]",-0.160822187617791,0.996076750834772,-2.12316676873902,-0.823401717907747,-0.154779689781545,0.501673324236877,1.81189340284123,1.00327400351296,1100
"eps[14]",-0.197926998182398,1.01959549133862,-2.19683702808799,-0.879264662024443,-0.197277713230104,0.475686389047909,1.80975802984312,1.0039633262748,820
