"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"day_pct[3,41]",0.0278768598234225,0.00063008392350298,0.0243749588993814,0.00368074003794718,0.0114137058428445,0.0204010140910931,0.0355899866291932,0.0962191062474831,1496.54915668964,0.998605790134715
"day_pct[3,42]",0.0286541793398988,0.000792724486208687,0.0257758227072134,0.00357893309241255,0.0122107493851614,0.0210976356909668,0.0363843552019913,0.0928532988151862,1057.2568933142,1.0007749584676
"day_pct[3,43]",0.0145115820833584,0.000137145003983693,0.00532099605644356,0.00680250341249239,0.0108380753160154,0.0137437806519463,0.0173266412154256,0.0274686300882995,1505.30980766467,1.00066306956665
"day_pct[3,44]",0.0234581659282229,0.000476548557031366,0.0207643758150179,0.00380061473223626,0.0101895352748205,0.0177809986607896,0.0296778394981143,0.0804097281623546,1898.55613898858,1.00086643418071
"day_pct[3,45]",0.0216357637035137,0.000484104194273176,0.0221236567549527,0.00283285273837428,0.0084938510693659,0.0150312861135534,0.026795214195856,0.0804908319226617,2088.50795073515,0.998560980932925
"day_pct[3,46]",0.0168479843628494,0.00039510230656466,0.016434310753994,0.00217027226477878,0.00706316585133303,0.011972898723186,0.020864149133511,0.0603798304431727,1730.15040738227,1.00118799330333
"day_pct[3,47]",0.0175187973515984,0.000466410074458164,0.0199615651209919,0.00229576403066793,0.00692722726921102,0.0122431782531471,0.0215452556276799,0.0630173828832475,1831.69573658705,0.9999741136308
"day_pct[3,48]",0.0175164620180757,0.0003840361934662,0.0177275934735967,0.00210404677944731,0.00670858446622989,0.0122023221850333,0.0216786801563339,0.0669720038618889,2130.86165976837,1.0013640579467
"day_pct[3,49]",0.0160475181212213,0.000360450004820873,0.0167563240121256,0.00183015032010368,0.00609785050261115,0.0112067281201206,0.0203992433692912,0.0584320537150871,2161.06300047407,1.00063916822785
"day_pct[3,50]",0.0107155859376853,0.000257804281579342,0.0100403791725236,0.00153012807966148,0.00437308874599343,0.0077699797157544,0.0131350907222998,0.0386563230181678,1516.77086091181,1.00210661533389
"day_pct[3,51]",0.00853257997783656,6.65087871363817e-05,0.00308059651576505,0.00405870619872935,0.00636830941151358,0.00806650541599012,0.0100914603587523,0.016277617218364,2145.41633840585,0.999426347526471
"day_pct[3,52]",0.00652407704818337,0.000163959556213275,0.00658157106563992,0.000836413807638813,0.00262813921916917,0.00469579599065572,0.00798335354114818,0.0226761851588643,1611.33441080504,0.999482054175718
"day_pct[3,53]",0.00752172328593227,0.00019623468543738,0.00815007428983759,0.000899594270558638,0.00303644346729112,0.00522585360434157,0.00916834342967896,0.026145786205368,1724.93044646443,0.998704422194422
"day_pct[3,54]",0.00599365960287669,0.000213879177484215,0.00672956339640293,0.000739424163725474,0.00222871256806673,0.0040621233389286,0.00729780960017201,0.0226954530922454,990.003584500926,1.00580783573322
"day_pct[3,55]",0.00297493315676605,3.23395795477428e-05,0.0013453980176149,0.00103887338703117,0.00203274190800722,0.00269790740923963,0.00364633865724589,0.0062617941398846,1730.74397454378,0.998820270685871
"day_pct[3,56]",0.00579031072698261,0.000221630318955828,0.00742680228289963,0.000589691989346899,0.00185699427822143,0.00367063148470131,0.00711314038358647,0.0238554645882315,1122.91111726733,1.00485383327408
"day_pct[3,57]",0.00682862912259435,0.000241285962634763,0.00954463825408236,0.000521832693908474,0.0020945152927408,0.00416146665880092,0.00770847099200171,0.031535099927983,1564.78557192078,1.00392907664544
"day_pct[3,58]",0.00744877053367769,0.000194514670128032,0.00885038232839238,0.000530990369332608,0.00226671402123044,0.00469049705310227,0.00931496541870647,0.0297301927749915,2070.23354995511,0.99970750754097
"day_pct[4,1]",0.000225992664592897,1.49423910541414e-05,0.000640765971102847,2.65964629159212e-06,2.82079471255774e-05,8.80960402324803e-05,0.000224326988237583,0.00133933763286467,1838.90241637139,1.00013302629978
"day_pct[4,2]",0.000214940648358396,8.8477452051422e-06,0.000415162568594961,3.89747896494911e-06,3.3821458796825e-05,9.21412404281182e-05,0.000231805101068793,0.00109800347159525,2201.76602332522,0.99902243436805
