"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"eps[6]",0.120945141072328,0.991551269800143,-1.84581454707037,-0.541154204862434,0.11516432931729,0.789305837178033,2.04245666716135,1.00096423202624,4000
"eps[7]",0.13388352425539,0.979440074162391,-1.82663389387574,-0.503843606754369,0.146374562651708,0.779736734622519,2.05925584521356,1.00111987798123,4000
"eps[8]",0.381243572004408,0.972711453636341,-1.5099475447051,-0.283812733945364,0.386691301617668,1.02708392904059,2.27512789995065,1.00118560491303,3600
"eps[9]",0.42379794834189,0.974480210858979,-1.45958163076263,-0.212577291872991,0.430008184799291,1.05765381327593,2.34684596567241,1.00091902466628,4000
"eps[10]",0.378144336224374,0.95832361564882,-1.47421823457046,-0.27030038237387,0.384023283692666,1.02866867753419,2.27615959816858,1.00113010912899,4000
"eps[11]",0.386385905368499,0.995977042117229,-1.59845001407548,-0.287119658989621,0.403212339879005,1.06181254234744,2.34298331412317,1.00209317290415,1600
"eps[12]",0.395755517080072,0.986949121551352,-1.57097576206969,-0.264785597821943,0.397698912860489,1.07396203657458,2.2611946870536,1.00084872748333,4000
"eps[13]",0.204236098099832,0.970267198556251,-1.72695471118705,-0.441758450572969,0.229740438873451,0.850144506211571,2.07690052607019,1.00100084818028,4000
"eps[14]",0.20138093915698,0.943836502357853,-1.65279006495335,-0.45517594639649,0.193625958767855,0.843988435351289,2.04941319519677,1.00066322345339,4000
"eps[15]",0.20763724282724,0.977002693391877,-1.76769270323626,-0.463765550352279,0.222336060259679,0.868035089825972,2.10422508023876,1.00101761868475,4000
"eps[16]",0.4419348418018,0.975597818963857,-1.45603145819409,-0.223741242063253,0.452700675837224,1.10941648301056,2.34932922354788,1.0021579143828,1500
"eps[17]",0.434558753287818,0.965815115923941,-1.43958619928508,-0.228143003867857,0.422632692657152,1.09719449495762,2.33116522351661,1.00093260576216,4000
"eps[18]",0.381352943689862,0.966766876873754,-1.49140555442222,-0.263368403155627,0.382564001801335,1.01391348254001,2.29004157695078,1.0013039217961,3100
"eps[19]",0.484693699591941,0.964129832308501,-1.38260319638609,-0.178492657426161,0.465771521283296,1.12131178106396,2.35932223854756,1.00050831568298,4000
"eps[20]",0.450598387017136,0.960095860708066,-1.40396814808969,-0.174477026910599,0.432511566220676,1.09628893519671,2.33153080715675,1.00076562144446,4000
"eps[21]",0.460440438791308,0.973766569764595,-1.43244762073429,-0.210322221308214,0.46163756339149,1.12934220795734,2.37766737004673,1.00114613672864,3900
"eps[22]",0.311190059048558,0.951092041243413,-1.54983455344813,-0.339577498812698,0.298606690440928,0.95775983887443,2.15858410684945,1.00112108122493,4000
"eps[23]",0.275367645494984,0.950246640187219,-1.56854705815511,-0.377706513211526,0.283362260086015,0.920055777458811,2.12787854756061,1.00149743024028,2500
"eps[24]",-0.144772683719978,0.955527134572289,-1.98084092925599,-0.793950511175514,-0.164828096782208,0.48035994576911,1.77514902890906,1.00084191175365,4000
"eps[25]",0.256490665592121,0.938651739425229,-1.6153794293693,-0.390615143511996,0.256858590928257,0.890146957254386,2.08695264376602,1.00062971047142,4000
"eps[26]",0.333626264278702,0.96200536534192,-1.55558290665065,-0.309443836805583,0.329838218024623,0.970205825621095,2.23384361797709,1.0022151062127,1500
"eps[27]",0.312042350847726,0.966599826672336,-1.52258809838264,-0.367721253912835,0.329362520744343,0.975766876522177,2.23392381770727,1.00092924347213,4000
"eps[28]",0.111849292517482,0.950153029524165,-1.77670562881878,-0.514507918807683,0.100827280026465,0.746761843459067,2.01240027314297,1.00222821470173,1400
"eps[29]",0.100408967298444,0.929619770221215,-1.69968285999548,-0.539617680813851,0.0969182990115713,0.726699527804655,1.95505360385865,1.0012685281732,3200
"eps[30]",0.327154558377112,0.93698565316908,-1.53281598256575,-0.304900516891061,0.338993137020069,0.950502125338686,2.15161163423688,1.00141005626344,2700
"eps[31]",0.0103197898761387,0.970487366760717,-1.87688312214532,-0.649267716902954,0.0105960960796171,0.662660768090853,1.89719943516719,1.00061143728557,4000
"eps[32]",0.0405198816868035,0.949400289570319,-1.76616922902589,-0.597946168462476,0.0429712770546069,0.66037887606715,1.93430164478188,1.00083343484878,4000
"eps[33]",0.0268626246169597,0.953943237913242,-1.83483703151987,-0.611792390811113,0.0385559762406096,0.643564486993502,1.9717807584422,1.0006276181543,4000
"eps[34]",-0.00105029498449429,0.97698616249858,-1.90673138711249,-0.668580725035688,-8.45561256483524e-05,0.645922960529024,1.96240902075963,1.00065415592008,4000
"eps[35]",0.149290533993005,0.938307767675954,-1.71931457245276,-0.450408953889189,0.169760620059105,0.759076565167577,1.98923294318969,1.00056353260254,4000
"eps[36]",0.13074987751845,0.98316880559836,-1.72134272825999,-0.53463012184371,0.105899136023509,0.793707171916753,2.1433460785734,1.0017186662257,2100
"eps[37]",0.16483534688256,0.968159867318877,-1.74728773364804,-0.496410306897462,0.149552273548466,0.822052066546598,2.04735778060361,1.0019365630803,1700
"eps[38]",0.126206892814857,0.959841624571529,-1.69415547211281,-0.535574563116837,0.112370406659311,0.761889409128732,2.02747322868267,1.00201013860478,1700
"eps[39]",0.388035540319256,0.950838276851779,-1.41731564400642,-0.256293741988786,0.384576086020031,1.02265190048239,2.2693607355354,1.00099142723562,4000
"eps[40]",0.25724295130262,0.983037798521596,-1.71299874290485,-0.397058306159569,0.253584944757975,0.927726021612463,2.1554809210915,1.00092977434547,4000
"eps[41]",0.26128030817104,0.948625215512047,-1.61835747311652,-0.367371447192475,0.274547145842559,0.907456946788951,2.05990600174697,1.00116706026764,3700
"eps[42]",0.273636110631761,0.959950415567656,-1.61316138931008,-0.356268823407662,0.26019327566709,0.90435934349112,2.21586178728566,1.00075093430073,4000
"eps[43]",0.25770181821444,0.967921421414431,-1.66292348626101,-0.38424982453061,0.246876050117824,0.908684501946846,2.11550088170016,1.00076233079585,4000
"eps[44]",0.238229034213298,0.95712716732398,-1.6290363453857,-0.409769599403554,0.238540925314682,0.889032346969572,2.07684268952634,1.00076616086729,4000
"eps[45]",0.463912116872747,0.93532935069411,-1.29975573550817,-0.186421861089224,0.461481007988287,1.0762723669832,2.33862683266907,1.00140684497648,2800
"eps[46]",0.0196975878689654,0.939050519864982,-1.7943329840341,-0.621878282475062,0.0124850264686411,0.643794410454152,1.8982142782496,1.00184552197735,1900
"eps[47]",0.176055678492039,0.940271406646228,-1.66259678694248,-0.47567350348136,0.175837057673184,0.815494238911518,2.00892838531602,1.00056036649752,4000
"eps[48]",0.181142137633928,0.9418382389547,-1.62052836917967,-0.456884657657101,0.186052571882407,0.819902633668555,2.0447570380372,1.00059975579845,4000
"eps[49]",-0.00342046794828548,0.925167333011309,-1.8237313284669,-0.613805216833031,-0.00636109633398416,0.624019941322196,1.7831183128998,1.00085721088733,4000
"eps[50]",0.324093772829137,0.909782581489845,-1.49220719981097,-0.2888059735629,0.331668556066561,0.945571339598837,2.09989199433969,1.00134204406302,3000
"eps[51]",-0.369459693864098,0.918280854940157,-2.22896290522019,-0.985518133734143,-0.354268679537427,0.253432474708668,1.40975855112407,1.00120268197367,3600
"eps[52]",-0.387774499621402,0.958364149406125,-2.253939659322,-1.03317461482567,-0.379721041673008,0.259238992421581,1.52021318565603,1.00106612509377,4000
"eps[53]",-0.359810617171324,0.940068246507573,-2.15329883438634,-0.989799527447636,-0.368417103707906,0.274937141483172,1.52945315527258,1.00089024975469,4000
"eps[54]",-0.339760058086953,0.945980264884711,-2.19816568705568,-0.960846964041408,-0.362632067055825,0.30861846885699,1.48018571612519,1.00065796087434,4000
"eps[55]",-0.284817008706485,0.948952671315495,-2.14070356486974,-0.924240717311797,-0.276500986301102,0.369638975611715,1.56793377990876,1.00077180334837,4000
"eps[56]",-0.224313536156195,0.964849191836755,-2.10781290087188,-0.889239279746539,-0.225063281188369,0.427729686560066,1.61944540509746,1.00066202552109,4000
"eps[57]",-0.221418441280096,0.92509615156175,-2.05167694721095,-0.852267666832197,-0.209940378984923,0.388816969559627,1.60087457276114,1.00072115198709,4000
"eps[58]",-0.0228414217298519,0.94033402575031,-1.88929929200671,-0.663333096322346,0.00157087608158957,0.605435688065294,1.80152651970297,1.00129505226163,3100
"eps[59]",-0.248872929179566,0.938238050497494,-2.08329593865497,-0.878587104844499,-0.23938950563947,0.375530393168102,1.60311971918451,1.00053496983343,4000
"eps[60]",-0.260986399175938,0.951695710448684,-2.12626058830808,-0.907848510433451,-0.24833906334465,0.372031417242134,1.59645563500715,1.00116240545731,3800
"eps[61]",-0.027739089559208,0.940686956059178,-1.83578399487397,-0.673648276337494,-0.0320500532526106,0.600410617925741,1.80482626307507,1.00095766475014,4000
"eps[62]",0.149274691212696,0.958274946845508,-1.71085311307299,-0.506174750281928,0.147907788821177,0.803613639435847,2.00546693588616,1.00054332535124,4000
"eps[63]",0.163287157374045,0.953800061019451,-1.73966993217059,-0.457693181585726,0.18129222660951,0.828487572229712,2.00026953055221,1.00056177070274,4000
"eps[64]",0.416979112039556,0.965063228223501,-1.46312071260422,-0.232844669755823,0.409970233288299,1.07779633422273,2.26102568868158,1.00103609807572,4000
"eps[65]",-0.235703995498228,0.950813151098108,-2.07425018271932,-0.882829951548194,-0.244238800547926,0.409125230432342,1.64319053473677,1.00099971567881,4000
"eps[66]",-0.114587962785508,0.95528636925687,-1.96964375055104,-0.788936155237234,-0.121094527488464,0.525881913068684,1.79355372463592,1.00112252895183,4000
"eps[67]",-0.124718095884616,0.942414449307905,-1.94258214952215,-0.769356462707447,-0.107850253089373,0.524642829555221,1.67478179080081,1.00094840751671,4000
"eps[68]",-0.112876986895605,0.946732683076591,-1.98404155778089,-0.746769012682561,-0.122907357052959,0.520073014787724,1.75333863659907,1.00128999651092,3200
"eps[69]",-0.0447131045976459,0.967112670061941,-1.99033120202353,-0.676423681291801,-0.0245480379495421,0.606796465695013,1.78336287365017,1.00088277557765,4000
"eps[70]",-0.446764214998269,0.950787688999755,-2.28264497259815,-1.08919053344449,-0.462891279400594,0.178305986167441,1.45239805204049,1.00068949261926,4000
"eps[71]",-0.438640640193041,0.951012577645817,-2.25262731949865,-1.08593346430308,-0.435678648870028,0.202089761258627,1.45701645803386,1.00090948528128,4000
"eps[72]",-0.252952683639415,0.947030709492627,-2.16140457906993,-0.878129928367614,-0.244822923145203,0.376769434770499,1.63064357136427,1.00083175516637,4000
"eps[73]",-0.232524307631461,0.943730858473403,-2.09921018308813,-0.868742577720771,-0.250320193942665,0.407418321753344,1.60793059720271,1.00153768286469,2400
"eps[74]",-0.226235131173397,0.947491789828845,-2.09632268069675,-0.86073621550517,-0.22537987850701,0.408718914150621,1.6219687640703,1.00099996895241,4000
"eps[75]",-0.264710738113748,0.953913523562653,-2.15911852097349,-0.899941412431847,-0.253084008184988,0.369868952923108,1.62373551819985,1.00114402898461,3900
"eps[76]",-0.351376998575694,0.972458288771827,-2.22061063222494,-1.03909855854567,-0.354388948426958,0.301952523958275,1.56129541384334,1.0006804748514,4000
"eps[77]",-0.226242061237577,0.924786678941823,-2.08840774829978,-0.84715763725419,-0.221091968505984,0.385824269014863,1.58277113717229,1.00105281299426,4000
"eps[78]",-0.230098676078003,0.957866741314739,-2.11529226542745,-0.871528356754078,-0.232029234792798,0.436101312115418,1.62525391408429,1.00164480725305,2200
"eps[79]",-0.0960455611168573,0.964203688654931,-1.96762022019797,-0.744326920711799,-0.0911568177406654,0.559740169207143,1.77295277287232,1.00126358844662,3300
"eps[80]",-0.0892552450752294,0.964918334118423,-1.93024923194584,-0.742386213933597,-0.10681267684362,0.556013027864296,1.85946214530316,1.00109045142672,4000
"eps[81]",-0.105897837549529,0.96971250530108,-1.96903953355779,-0.747680871264186,-0.12410431255163,0.541018030859887,1.7586336360479,1.00105204270749,4000
"eps[82]",-0.372248408364135,0.943712039966201,-2.20245468445094,-0.989690626340125,-0.381940979451745,0.253023998050143,1.52776218659961,1.00118327271228,3700
"eps[83]",-0.281266676366051,0.97398967230753,-2.2015074080984,-0.941195351643512,-0.269175856457872,0.371360777831612,1.64384516004926,1.00173276667941,2000
"eps[84]",-0.260050490014217,0.980241679648829,-2.18473071927878,-0.923382155003436,-0.261866230955806,0.409235789762713,1.65486921456758,1.00119102560984,3600
"eps[85]",-0.288377504690732,0.975752071617944,-2.19057254791115,-0.940594726520617,-0.302063084665564,0.37304801253297,1.62809507010519,1.00068015632103,4000
"eps[86]",-0.291217663406695,0.973996228754252,-2.20705157461713,-0.964026967515524,-0.284445781739227,0.386755380578009,1.62239194854927,1.00154006610525,2400
"eps[87]",-0.271991436140647,0.974240812045994,-2.17069666313229,-0.917862964476278,-0.285903416027943,0.392855154822791,1.6342196010358,1.00157158915187,2300
"eps[88]",-0.150993177926584,0.984712393947004,-2.05759229642559,-0.814164876305068,-0.141009132281967,0.504061392442148,1.77313502041237,1.00095242989922,4000
"eps[89]",-0.168127434769491,0.987545870787048,-2.08290847416203,-0.82840645410612,-0.163317250404609,0.508157323582799,1.80356780293434,1.00293930624756,1000
"eps[90]",0.0406203602400242,0.993072515435501,-1.92724875912535,-0.630645933780883,0.0513797968484437,0.706019535731674,2.02334912325604,1.00083761195053,4000
"eps[91]",-0.0266961403095003,0.993478388238123,-1.93208385900574,-0.717254176598012,-0.0138849299596716,0.648938294486424,1.90799085041304,1.00353939923604,830
"eps[92]",-0.0238759866852111,0.999551728698586,-2.00902250258464,-0.684050792363055,-0.032599843009614,0.647583541749168,1.97231806118749,1.0019856348517,1700
"eps[93]",-0.0212025683685262,0.986688948929339,-1.94287276023424,-0.707243583847437,-0.0116509536793934,0.645764244265434,1.92257912188419,1.00086080120775,4000
"eps[94]",-0.0182929140677242,1.02207500277258,-2.00133639838156,-0.71617723526819,-0.0214835209956998,0.676959564272775,1.97313706685948,1.00082880833128,4000
"eps[95]",-0.0342401858419208,0.989053364163069,-1.95542889822142,-0.691283544975601,-0.0313124782031573,0.649943273538828,1.83041191305237,1.00068678327761,4000
"eps_site[1]",-1.31994977074546,0.580268781057392,-2.58917136556732,-1.6768817034002,-1.25558492821358,-0.886562567909603,-0.408661010029327,1.00130738041339,3100
"eps_site[2]",-0.0860435096007274,0.0636491886236935,-0.24399252813514,-0.11941896473424,-0.0738769960101138,-0.0411092783934317,0.00095295470479807,1.00155175366806,2400
"eps_site[3]",-0.127568876988501,0.0869959887122945,-0.335002178155537,-0.17005955668994,-0.110474336118778,-0.0668835589837383,-0.0114753249986617,1.00177017135363,2000
"eps_site[4]",-0.150974844066633,0.083206562762104,-0.354559722822833,-0.194954085401657,-0.13669934302315,-0.0893610291643374,-0.0356393553351691,1.00182877322347,1900
"eps_site[5]",-1.01652207381862,0.596600187167579,-2.40093364807232,-1.36398157248628,-0.942086953836685,-0.582860522653371,-0.0940097824146541,1.00062029114067,4000
"eps_site[6]",-1.00762999623689,0.584383208329683,-2.31859635328964,-1.36565343267521,-0.931246445440339,-0.57302047641944,-0.0866702334576669,1.00110813365018,4000
"eps_site[7]",-1.17692742077375,0.574225241406765,-2.4580133901894,-1.52571981506949,-1.10442120196523,-0.749337868346434,-0.29445763035,1.00422145694285,670
"eps_site[8]",-1.2279168362662,0.572200206563093,-2.52710909187872,-1.57515850613806,-1.14980254113877,-0.802862772056289,-0.346096464718341,1.00129490494721,3100
"intercept",-6.07129844660972,0.390984783846387,-6.87231240768841,-6.33119948342203,-6.05869342444433,-5.805051966294,-5.30458180338893,1.00123379871993,3400
"log_lambda[1]",1.15409168243606,0.241237942169239,0.672636287720358,0.995386450619886,1.15771761931251,1.31454448605801,1.62022080639034,1.00089570553854,4000
"log_lambda[2]",-0.364936952976376,0.276022910113221,-0.891914816170604,-0.551058419315314,-0.36486232826244,-0.180984284208373,0.165386912887131,1.00077802429997,4000
"log_lambda[3]",1.6153133523978,0.210357822245602,1.21399736393036,1.47862514965855,1.61155614185544,1.7586674129596,2.04173352620964,1.00098118257989,4000
"log_lambda[4]",0.0962847169853596,0.250251192811451,-0.39237420928585,-0.0710556415834973,0.0985755763844917,0.264998150413101,0.591682941051386,1.00132049677744,3000
"log_lambda[5]",1.4395615362949,0.21920785653832,1.01745166776557,1.30026643002902,1.43575496720931,1.58422725263039,1.87397484908658,1.00052518783905,4000
"log_lambda[6]",1.4395615362949,0.21920785653832,1.01745166776557,1.30026643002902,1.43575496720931,1.58422725263039,1.87397484908658,1.00052518783905,4000
"log_lambda[7]",0.818474494088423,0.260925414024033,0.302234633995002,0.637533346868804,0.815692391625049,0.990253079452635,1.34681941969905,1.00086204251342,4000
"log_lambda[8]",1.40433172816114,0.22231534451186,0.93958543057785,1.26703096144707,1.40277499343809,1.54551320555221,1.8385773614518,1.00085961147376,4000
"log_lambda[9]",0.0676246495426532,0.268712983544494,-0.447742766648255,-0.116604091392267,0.0722008228812098,0.249419468631554,0.590844734438489,1.00118123640629,3700
"log_lambda[10]",1.84283885812837,0.202720798425337,1.4710987692175,1.70197877115596,1.8364737567709,1.97499281576581,2.25112946936811,1.00060605395649,4000
"log_lambda[11]",-0.369336957844013,0.254969088240112,-0.877288535125708,-0.539521584368172,-0.374502633637667,-0.197419313798716,0.138449225617281,1.00082694848311,4000
"log_lambda[12]",1.74543631036384,0.202528062621894,1.35116048215027,1.61003942447667,1.74306953351102,1.88086989104372,2.15404499290101,1.00062104666678,4000
"log_lambda[13]",0.449551226265608,0.253911539308027,-0.0532713299174196,0.280792874391881,0.447678240574022,0.617610516579585,0.949924867227108,1.00079176020737,4000
"log_lambda[14]",0.715528044415796,0.213386187227185,0.276029038421118,0.581128652950301,0.724946447164552,0.846411865969434,1.12623343619847,1.00124088738291,3400
"log_lambda[15]",-0.215713926094524,0.259532461211788,-0.734596097738478,-0.385363213396462,-0.216527359007064,-0.0391237956753362,0.276767968560492,1.00125867491681,3300
"log_lambda[16]",1.09172813049478,0.216276838246598,0.690806486163961,0.946009644970091,1.08816031548135,1.23278918462846,1.53549196633061,1.00109178016474,4000
"log_lambda[17]",-0.0218353968094943,0.262116991596377,-0.535463667819089,-0.193799280201047,-0.0275487346268256,0.153209062036059,0.483380803162229,1.00141524052778,2700
"log_lambda[18]",1.58871467099058,0.208543317716859,1.16670203575385,1.45063373419877,1.59030357343769,1.7265268893676,2.00562416242934,1.00080482791044,4000
"log_lambda[19]",0.544144015173258,0.246802481727714,0.0635933301039537,0.378846509657159,0.542558597844517,0.708820273346256,1.03377095904251,1.00127891309363,3200
"log_lambda[20]",1.09898634011525,0.234697073541078,0.635865724491311,0.94780033612595,1.09846443358553,1.25296096953129,1.56590931487248,1.00062500666368,4000
"log_lambda[21]",0.0807329926153012,0.273428517969979,-0.475278090815337,-0.0931862478433262,0.0826297117954946,0.257937348161204,0.613120980044878,1.00092298179242,4000
"log_lambda[22]",0.944989711849602,0.293262104928549,0.329310232585249,0.750926784064091,0.955568165143213,1.14361956322337,1.4894514033751,1.00120634642909,3500
"log_lambda[23]",-0.168573815454673,0.317162738022409,-0.829615775354875,-0.369205982970921,-0.158167618082986,0.0447500264258993,0.437077452666726,1.00158146986261,2300
"log_lambda[24]",0.931094190317457,0.378734324497113,0.14753509998343,0.684008815792393,0.952971134837301,1.19119256577085,1.63148463295601,1.00087176939399,4000
"log_lambda[25]",-0.788605140557133,0.395582561583216,-1.62354260231902,-1.04013887686334,-0.765959401209662,-0.523512707117647,-0.052299286562475,1.00104659237702,4000
"log_lambda[26]",1.6515648095276,0.2707613357707,1.10865899591403,1.47338279969071,1.65213195866823,1.82971036942997,2.1806927852333,1.00123847692815,3400
"log_lambda[27]",1.44807105838202,0.247888929668831,0.938266470209358,1.28823849904544,1.45062091741937,1.61691906112633,1.90920269589425,1.00131381760115,3100
"log_lambda[28]",-0.0137991631904711,0.281576451333976,-0.584825766944238,-0.196643109674394,-0.0135386059780626,0.177584780235999,0.523715499983938,1.0008284629729,4000
"log_lambda[29]",1.62635506726015,0.218215507055602,1.20712988978757,1.47880989783438,1.62369417709208,1.76755434476858,2.07745403882859,1.00102476009024,4000
"log_lambda[30]",1.65437311709929,0.19367690217091,1.2828914531377,1.52180602471788,1.65550355952312,1.78160548317503,2.03459322424462,1.00092259491684,4000
"log_lambda[31]",0.665972732749018,0.238947038154874,0.207222705550516,0.508189696097187,0.66737077567381,0.831358490666717,1.12596930413213,1.00130347507718,3100
"log_lambda[32]",0.714617104031829,0.232726654924368,0.24621844476298,0.558330330561317,0.71788131563014,0.867695240047337,1.18249083103784,1.00148411999082,2500
"log_lambda[33]",-0.136582158804955,0.280812609314633,-0.704011099849619,-0.313696842129063,-0.137387531525409,0.0509594837457611,0.414936439533634,1.00177753764669,2000
"log_lambda[34]",1.39244843235384,0.242463030434892,0.926408365661273,1.23302013637399,1.39180097051483,1.54637931816801,1.87402100104491,1.00093952299305,4000
"log_lambda[35]",1.44678379051035,0.217493259414616,1.02666821207724,1.30470124188631,1.4403983981375,1.58772637720556,1.87338538884305,1.0010855461935,4000
"log_lambda[36]",1.39137873834874,0.227114731039991,0.946714251350919,1.24080054475641,1.38995901922335,1.540776443611,1.85659194579506,1.00083086993214,4000
"log_lambda[37]",1.82626388806036,0.226589088347853,1.38610230506094,1.67296928111899,1.83058343270093,1.97558774259161,2.26678960511327,1.00262619490209,1200
"log_lambda[38]",1.67992855075472,0.213704697640079,1.26638542679172,1.54287559010641,1.67542993550219,1.81915484794018,2.10405287420235,1.00131025619418,3100
"log_lambda[39]",1.25069453416353,0.206170521689092,0.857031575626232,1.11216061870757,1.24589201172215,1.38728546593261,1.65483409109232,1.00158170226978,2300
"log_lambda[40]",2.0826765423128,0.205149779873376,1.69241807731437,1.94656147487096,2.0806011510932,2.21741264282129,2.49339671378425,1.00109876343105,4000
"log_lambda[41]",1.59986896838595,0.1940972888946,1.23299315705076,1.46376429187774,1.59040808440255,1.7279948914888,1.99543872346341,1.00111414147159,4000
"log_lambda[42]",1.74235567471064,0.215086420135645,1.33338693187978,1.59881424034114,1.73595105658503,1.88185402939074,2.18061760977879,1.00111432764371,4000
"log_lambda[43]",1.76340746664357,0.211136760495028,1.3672679795244,1.61944379165555,1.75867541293197,1.89258362884468,2.19938551699508,1.0020227422118,1600
"log_lambda[44]",1.79142551648272,0.195474808302174,1.43150527512253,1.65510295068733,1.78405779391389,1.91894425821453,2.19401163266676,1.00095432617147,4000
"log_lambda[45]",1.4690407904269,0.225094688945682,1.03112503081669,1.32277740084035,1.46874922884527,1.61936726222403,1.90830215123278,1.00213216665713,1500
"log_lambda[46]",1.62362397498436,0.230785458752134,1.17210036872641,1.47032279826369,1.62212862489782,1.7794636753996,2.07269846693992,1.00073586461144,4000
"log_lambda[47]",1.92357574030714,0.204998365485574,1.5108446456357,1.79009943105104,1.92320869329991,2.06170750432885,2.32010133932221,1.00130687286949,3100
"log_lambda[48]",1.22864444593265,0.224093547465421,0.791714248377492,1.08042399266844,1.23002497161962,1.37493672151707,1.67022303973793,1.002850453539,1200
"log_lambda[49]",1.85768561008522,0.23612504700288,1.38178414381956,1.6994705873259,1.85817332119826,2.0153165069974,2.32379115969844,1.00067751354803,4000
"log_lambda[50]",2.62764100465374,0.210459102921561,2.22595853908542,2.48632785999415,2.62449368359312,2.76238689949731,3.05397203928661,1.0012452923882,3300
"log_lambda[51]",0.923647440607503,0.214144465693016,0.50617934290398,0.781933268109863,0.924295434593515,1.06754308145819,1.34100376307298,1.002439577304,1300
"log_lambda[52]",1.60147876892951,0.223235258485069,1.15786635117127,1.45397850979538,1.59904966506846,1.74754956307166,2.04589387122427,1.00079791339992,4000
"log_lambda[53]",1.96596905538986,0.195722710166666,1.58529689028437,1.83526071927375,1.96227031437651,2.09493368895502,2.35936527685049,1.00151328888872,2500
"log_lambda[54]",0.628919127447811,0.25063650385025,0.12793813701563,0.461014443290688,0.634605850570138,0.793445448489607,1.10914855007408,1.00131015724534,3100
"log_lambda[55]",1.49912234841727,0.264358251784064,0.969382713439858,1.32852330086795,1.50403170358732,1.67092244174956,2.01079449502234,1.00071153563348,4000
"log_lambda[56]",1.5069376909389,0.231323888895549,1.04852356114237,1.35640502181724,1.50297556844549,1.65743150731585,1.9660195816304,1.00066363592278,4000
"log_lambda[57]",0.426043668519092,0.271328667311671,-0.12665818799053,0.250283708963751,0.436052689020155,0.610820030890763,0.934931579548458,1.00185611947198,1800
"log_lambda[58]",1.07789951043784,0.279240663737624,0.513228896874089,0.896190601495978,1.08530878661855,1.26093165253291,1.62443213809687,1.0040107229253,1600
"log_lambda[59]",0.800535910725797,0.257599627689576,0.261477384208335,0.632661051720677,0.80644173684016,0.978418280217884,1.28187379782436,1.00209227143557,1600
