date,year,week_num,set_num,site,time_in,time_out,SockeyeC
7/11/2016,2016,29,7,Area 3,11:30:00,11:50:00,1
7/11/2016,2016,29,8,Area 3,11:55:00,12:22:00,0
7/18/2016,2016,30,1,Area 3,9:45:00,10:00:00,0
7/18/2016,2016,30,2,Area 3,10:27:00,10:46:00,0
7/18/2016,2016,30,3,Area 3,10:49:00,11:09:00,0
7/18/2016,2016,30,4,Area 3,11:11:00,11:33:00,1
7/18/2016,2016,30,5,Area 3,11:37:00,11:56:00,0
7/18/2016,2016,30,6,Area 3,11:59:00,12:06:00,0
7/18/2016,2016,30,7,Area 3,12:11:00,12:33:00,5
7/18/2016,2016,30,8,Area 3,12:38:00,13:01:00,0
7/18/2016,2016,30,9,Area 3,13:04:00,13:26:00,3
7/18/2016,2016,30,10,Area 3,13:33:00,13:55:00,1
6/5/2017,2017,23,1,Area 3,10:23:00,10:33:00,0
6/5/2017,2017,23,2,Area 3,10:39:00,10:51:00,0
6/5/2017,2017,23,3,Area 3,10:59:00,11:12:00,0
6/5/2017,2017,23,4,Area 3,11:26:00,11:37:00,0
6/5/2017,2017,23,5,Area 3,11:40:00,11:50:00,0
6/5/2017,2017,23,6,Area 3,11:53:00,12:04:00,0
6/5/2017,2017,23,7,Area 3,12:12:00,12:28:00,0
6/5/2017,2017,23,8,Area 3,12:43:00,12:53:00,0
6/5/2017,2017,23,9,Area 3,12:59:00,13:13:00,0
6/5/2017,2017,23,10,Area 3,13:24:00,13:38:00,0
6/5/2017,2017,23,11,Area 3,13:44:00,13:54:00,0
6/5/2017,2017,23,12,Area 3,13:58:00,14:11:00,0
6/5/2017,2017,23,13,Area 3,14:14:00,14:22:00,0
6/12/2017,2017,24,1,Area 3,9:00:00,9:12:00,0
6/12/2017,2017,24,2,Area 3,9:16:00,9:27:00,0
6/12/2017,2017,24,3,Area 3,9:33:00,9:44:00,0
6/12/2017,2017,24,4,Area 3,9:50:00,10:04:00,0
6/12/2017,2017,24,5,Area 3,10:11:00,10:23:00,0
6/12/2017,2017,24,6,Area 3,10:27:00,10:38:00,0
6/12/2017,2017,24,7,Area 3,10:46:00,10:57:00,0
6/12/2017,2017,24,8,Area 3,11:07:00,11:22:00,0
6/12/2017,2017,24,9,Area 3,11:28:00,11:44:00,0
6/12/2017,2017,24,10,Area 3,11:57:00,12:07:00,0
6/12/2017,2017,24,11,Area 3,12:17:00,12:28:00,0
6/12/2017,2017,24,12,Area 3,12:44:00,12:57:00,0
6/19/2017,2017,25,1,Area 3,10:16:00,10:25:00,0
6/19/2017,2017,25,2,Area 3,10:27:00,10:40:00,0
6/19/2017,2017,25,3,Area 3,10:43:00,10:52:00,0
6/19/2017,2017,25,4,Area 3,10:54:00,11:07:00,0
6/19/2017,2017,25,5,Area 3,11:24:00,11:33:00,0
6/19/2017,2017,25,6,Area 3,11:35:00,11:49:00,0
6/19/2017,2017,25,7,Area 3,11:52:00,12:02:00,0
6/19/2017,2017,25,8,Area 3,12:04:00,12:18:00,0
6/19/2017,2017,25,9,Area 3,12:22:00,12:31:00,0
6/19/2017,2017,25,10,Area 3,12:34:00,12:47:00,0
6/19/2017,2017,25,11,Area 3,12:52:00,13:03:00,0
6/19/2017,2017,25,12,Area 3,13:07:00,13:20:00,0
6/19/2017,2017,25,13,Area 3,13:23:00,13:33:00,0
6/19/2017,2017,25,14,Area 3,13:35:00,13:44:00,0
6/19/2017,2017,25,15,Area 3,13:49:00,14:02:00,0
6/19/2017,2017,25,16,Area 3,14:05:00,14:17:00,0
6/25/2017,2017,26,1,Area 3,4:30:00,4:41:00,1
6/25/2017,2017,26,2,Area 3,4:48:00,5:00:00,0
6/25/2017,2017,26,3,Area 3,5:03:00,5:14:00,0
6/25/2017,2017,26,4,Area 3,5:17:00,5:28:00,1
6/25/2017,2017,26,5,Area 3,5:32:00,5:45:00,0
6/25/2017,2017,26,6,Area 3,5:48:00,6:00:00,0
6/25/2017,2017,26,7,Area 3,6:04:00,6:18:00,1
6/25/2017,2017,26,8,Area 3,6:22:00,6:32:00,0
6/25/2017,2017,26,9,Area 3,6:35:00,6:48:00,0
6/25/2017,2017,26,10,Area 3,6:50:00,7:02:00,0
6/25/2017,2017,26,11,Area 3,7:05:00,7:16:00,0
6/25/2017,2017,26,12,Area 3,7:18:00,7:30:00,0
7/7/2017,2017,27,1,Area 3,10:28:00,10:38:00,4
7/7/2017,2017,27,2,Area 3,10:42:00,10:56:00,0
7/7/2017,2017,27,3,Area 3,10:59:00,11:10:00,0
7/7/2017,2017,27,4,Area 3,11:13:00,11:29:00,0
7/7/2017,2017,27,5,Area 3,11:32:00,11:49:00,2
7/7/2017,2017,27,6,Area 3,11:54:00,12:12:00,2
7/7/2017,2017,27,7,Area 3,12:32:00,12:48:00,1
7/7/2017,2017,27,8,Area 3,12:52:00,13:08:00,0
7/7/2017,2017,27,9,Area 3,13:11:00,13:30:00,1
7/7/2017,2017,27,10,Area 3,13:34:00,13:50:00,2
7/7/2017,2017,27,11,Area 3,13:53:00,14:11:00,0
7/7/2017,2017,27,12,Area 3,14:15:00,14:32:00,6
7/10/2017,2017,28,1,Area 3,6:40:00,7:00:00,3
7/10/2017,2017,28,2,Area 3,7:03:00,7:21:00,6
7/10/2017,2017,28,3,Area 3,7:24:00,7:30:00,0
7/10/2017,2017,28,4,Area 3,7:33:00,7:44:00,0
7/10/2017,2017,28,5,Area 3,7:47:00,8:03:00,0
7/10/2017,2017,28,6,Area 3,8:13:00,8:32:00,6
7/10/2017,2017,28,7,Area 3,8:35:00,8:54:00,2
7/10/2017,2017,28,8,Area 3,8:57:00,9:21:00,4
7/10/2017,2017,28,9,Area 3,9:38:00,9:53:00,0
7/10/2017,2017,28,10,Area 3,9:57:00,10:12:00,0
7/10/2017,2017,28,11,Area 3,10:19:00,10:32:00,9
7/20/2017,2017,29,1,Area 3,7:15:00,7:40:00,1
7/20/2017,2017,29,2,Area 3,7:44:00,8:01:00,0
7/20/2017,2017,29,3,Area 3,8:06:00,8:30:00,1
7/20/2017,2017,29,4,Area 3,8:42:00,9:04:00,0
7/20/2017,2017,29,5,Area 3,9:05:00,9:27:00,3
7/20/2017,2017,29,6,Area 3,9:30:00,9:55:00,1
7/20/2017,2017,29,7,Area 3,10:06:00,10:27:00,3
7/20/2017,2017,29,8,Area 3,10:31:00,10:50:00,1
7/20/2017,2017,29,9,Area 3,10:55:00,11:14:00,0
7/27/2017,2017,30,1,Area 3,6:07:00,6:34:00,0
7/27/2017,2017,30,2,Area 3,6:36:00,6:46:00,0
7/27/2017,2017,30,3,Area 3,6:57:00,7:18:00,3
7/27/2017,2017,30,4,Area 3,7:32:00,7:52:00,0
7/27/2017,2017,30,5,Area 3,7:56:00,8:17:00,0
7/27/2017,2017,30,6,Area 3,8:21:00,8:43:00,1
7/27/2017,2017,30,7,Area 3,8:47:00,9:05:00,0
7/27/2017,2017,30,8,Area 3,9:09:00,9:31:00,1
7/27/2017,2017,30,9,Area 3,9:34:00,9:55:00,2
7/27/2017,2017,30,10,Area 3,9:56:00,10:05:00,0
6/7/2018,2018,23,1,Area 3,8:10:00,8:23:00,0
6/7/2018,2018,23,2,Area 3,8:29:00,8:46:00,0
6/7/2018,2018,23,3,Area 3,8:52:00,9:00:00,0
6/7/2018,2018,23,4,Area 3,9:11:00,9:26:00,0
6/7/2018,2018,23,5,Area 3,9:37:00,9:55:00,0
6/7/2018,2018,23,6,Area 3,9:59:00,10:15:00,0
6/7/2018,2018,23,7,Area 3,10:19:00,10:39:00,0
6/7/2018,2018,23,8,Area 3,10:43:00,11:02:00,0
6/7/2018,2018,23,9,Area 3,11:05:00,11:24:00,0
6/7/2018,2018,23,10,Area 3,11:28:00,11:47:00,0
6/7/2018,2018,23,11,Area 3,11:50:00,12:09:00,0
6/13/2018,2018,24,1,Area 3,8:00:00,8:18:00,1
6/13/2018,2018,24,2,Area 3,8:25:00,8:44:00,0
6/13/2018,2018,24,3,Area 3,8:47:00,9:08:00,0
6/13/2018,2018,24,4,Area 3,9:14:00,9:35:00,0
6/13/2018,2018,24,5,Area 3,9:40:00,10:00:00,0
6/13/2018,2018,24,6,Area 3,10:05:00,10:25:00,0
6/13/2018,2018,24,7,Area 3,10:28:00,10:50:00,0
6/13/2018,2018,24,8,Area 3,11:02:00,11:17:00,0
6/13/2018,2018,24,9,Area 3,11:22:00,11:35:00,0
6/19/2018,2018,25,1,Area 3,7:30:00,7:46:00,1
6/19/2018,2018,25,2,Area 3,7:50:00,8:06:00,0
6/19/2018,2018,25,3,Area 3,8:09:00,8:24:00,0
6/19/2018,2018,25,4,Area 3,8:27:00,8:43:00,0
6/19/2018,2018,25,5,Area 3,8:52:00,9:09:00,0
6/19/2018,2018,25,6,Area 3,9:14:00,9:29:00,0
6/19/2018,2018,25,7,Area 3,9:32:00,9:48:00,0
6/19/2018,2018,25,8,Area 3,9:54:00,10:08:00,0
6/19/2018,2018,25,9,Area 3,10:11:00,10:29:00,0
6/19/2018,2018,25,10,Area 3,10:37:00,11:00:00,2
6/19/2018,2018,25,11,Area 3,11:04:00,11:28:00,2
6/26/2018,2018,26,1,Area 3,8:12:00,8:29:00,6
6/26/2018,2018,26,2,Area 3,8:32:00,8:51:00,4
6/26/2018,2018,26,3,Area 3,8:55:00,9:16:00,8
6/26/2018,2018,26,4,Area 3,9:22:00,9:38:00,0
6/26/2018,2018,26,5,Area 3,10:05:00,10:25:00,10
6/26/2018,2018,26,6,Area 3,10:45:00,10:58:00,6
6/26/2018,2018,26,7,Area 3,11:15:00,11:28:00,2
6/26/2018,2018,26,8,Area 3,11:34:00,11:47:00,3
6/26/2018,2018,26,9,Area 3,11:52:00,12:06:00,8
7/3/2018,2018,27,1,Area 3,11:35:00,11:53:00,1
7/3/2018,2018,27,2,Area 3,12:01:00,12:26:00,13
7/3/2018,2018,27,3,Area 3,12:53:00,13:24:00,1
7/3/2018,2018,27,4,Area 3,13:34:00,13:54:00,5
7/3/2018,2018,27,5,Area 3,14:07:00,14:27:00,0
7/3/2018,2018,27,6,Area 3,14:34:00,15:00:00,0
7/3/2018,2018,27,7,Area 3,15:03:00,15:23:00,4
7/11/2018,2018,28,1,Area 3,10:42:00,11:01:00,0
7/11/2018,2018,28,2,Area 3,11:09:00,11:30:00,0
7/11/2018,2018,28,3,Area 3,11:35:00,11:59:00,2
7/11/2018,2018,28,4,Area 3,12:03:00,12:35:00,0
7/11/2018,2018,28,5,Area 3,12:41:00,13:01:00,2
7/11/2018,2018,28,6,Area 3,13:30:00,13:50:00,2
7/11/2018,2018,28,7,Area 3,13:54:00,14:16:00,1
7/11/2018,2018,28,8,Area 3,14:20:00,14:39:00,4
7/17/2018,2018,29,1,Area 3,9:28:00,9:48:00,0
7/17/2018,2018,29,2,Area 3,10:00:00,10:20:00,0
7/17/2018,2018,29,3,Area 3,10:24:00,10:44:00,0
7/17/2018,2018,29,4,Area 3,10:49:00,11:14:00,1
7/17/2018,2018,29,5,Area 3,11:20:00,11:38:00,0
7/17/2018,2018,29,6,Area 3,11:44:00,12:01:00,2
7/17/2018,2018,29,7,Area 3,12:08:00,12:28:00,2
7/17/2018,2018,29,8,Area 3,12:57:00,13:18:00,3
7/17/2018,2018,29,9,Area 3,13:22:00,13:30:00,0
7/24/2018,2018,30,1,Area 3,6:52:00,7:09:00,2
7/24/2018,2018,30,2,Area 3,7:12:00,7:31:00,0
7/24/2018,2018,30,3,Area 3,7:36:00,7:53:00,1
7/24/2018,2018,30,4,Area 3,8:02:00,8:20:00,0
7/24/2018,2018,30,5,Area 3,8:26:00,8:47:00,1
7/24/2018,2018,30,6,Area 3,9:03:00,9:29:00,0
7/24/2018,2018,30,7,Area 3,9:33:00,9:53:00,1
7/24/2018,2018,30,8,Area 3,9:58:00,10:19:00,2
7/24/2018,2018,30,9,Area 3,10:25:00,10:42:00,2
6/4/2019,2019,23,1,Area 3,9:42:00,10:08:00,0
6/4/2019,2019,23,2,Area 3,10:15:00,10:31:00,0
6/4/2019,2019,23,3,Area 3,10:39:00,10:58:00,0
6/4/2019,2019,23,4,Area 3,11:11:00,11:29:00,0
6/4/2019,2019,23,5,Area 3,11:34:00,11:52:00,0
6/4/2019,2019,23,6,Area 3,11:56:00,12:14:00,0
6/4/2019,2019,23,7,Area 3,12:17:00,12:34:00,0
6/4/2019,2019,23,8,Area 3,12:38:00,12:57:00,0
6/4/2019,2019,23,9,Area 3,13:01:00,13:19:00,0
6/4/2019,2019,23,10,Area 3,13:22:00,13:39:00,0
6/11/2019,2019,24,1,Area 3,6:35:00,7:24:00,1
6/11/2019,2019,24,2,Area 3,7:27:00,7:53:00,0
6/11/2019,2019,24,3,Area 3,8:03:00,8:21:00,0
6/11/2019,2019,24,4,Area 3,8:24:00,8:44:00,0
6/11/2019,2019,24,5,Area 3,8:47:00,9:13:00,0
6/11/2019,2019,24,6,Area 3,9:19:00,9:44:00,0
6/11/2019,2019,24,7,Area 3,9:57:00,10:21:00,0
6/19/2019,2019,25,1,Area 3,9:45:00,10:07:00,3
6/19/2019,2019,25,2,Area 3,10:13:00,10:34:00,1
6/19/2019,2019,25,3,Area 3,10:40:00,11:02:00,0
6/19/2019,2019,25,4,Area 3,11:07:00,11:28:00,1
6/19/2019,2019,25,5,Area 3,11:32:00,11:54:00,0
6/19/2019,2019,25,6,Area 3,11:58:00,12:21:00,0
6/19/2019,2019,25,7,Area 3,12:34:00,12:51:00,6
6/19/2019,2019,25,8,Area 3,13:02:00,13:22:00,0
6/19/2019,2019,25,9,Area 3,13:26:00,13:46:00,1
6/26/2019,2019,26,1,Area 3,11:05:00,11:25:00,10
6/26/2019,2019,26,2,Area 3,11:40:00,12:02:00,0
6/26/2019,2019,26,3,Area 3,12:06:00,12:25:00,8
6/26/2019,2019,26,4,Area 3,12:58:00,13:19:00,4
6/26/2019,2019,26,5,Area 3,13:25:00,13:33:00,1
6/26/2019,2019,26,6,Area 3,13:58:00,14:19:00,7
6/26/2019,2019,26,7,Area 3,14:25:00,14:48:00,3
6/26/2019,2019,26,8,Area 3,14:51:00,15:03:00,15
7/3/2019,2019,27,1,Area 3,5:43:00,6:10:00,1
7/3/2019,2019,27,2,Area 3,6:38:00,7:02:00,0
7/3/2019,2019,27,3,Area 3,7:09:00,7:37:00,6
7/3/2019,2019,27,4,Area 3,7:58:00,8:25:00,2
7/3/2019,2019,27,5,Area 3,8:28:00,8:42:00,2
7/11/2019,2019,28,1,Area 3,7:17:00,7:36:00,0
7/11/2019,2019,28,2,Area 3,7:39:00,7:58:00,0
7/11/2019,2019,28,3,Area 3,8:01:00,8:13:00,1
7/11/2019,2019,28,4,Area 3,8:16:00,8:33:00,0
7/11/2019,2019,28,5,Area 3,8:37:00,8:59:00,3
7/11/2019,2019,28,6,Area 3,9:00:00,9:25:00,2
7/11/2019,2019,28,7,Area 3,9:28:00,9:43:00,2
7/11/2019,2019,28,8,Area 3,9:56:00,10:22:00,0
7/11/2019,2019,28,9,Area 3,10:26:00,10:47:00,3
7/11/2019,2019,28,10,Area 3,10:50:00,11:15:00,0
7/16/2019,2019,29,1,Area 3,9:16:00,9:36:00,0
7/16/2019,2019,29,2,Area 3,9:46:00,10:07:00,1
7/16/2019,2019,29,3,Area 3,10:14:00,10:40:00,1
7/16/2019,2019,29,4,Area 3,10:48:00,11:05:00,0
7/16/2019,2019,29,5,Area 3,11:22:00,11:40:00,0
7/16/2019,2019,29,6,Area 3,11:45:00,12:05:00,1
7/16/2019,2019,29,7,Area 3,12:18:00,12:38:00,1
7/16/2019,2019,29,8,Area 3,12:48:00,13:14:00,0
7/22/2019,2019,30,1,Area 3,9:17:00,9:37:00,4
7/22/2019,2019,30,2,Area 3,9:54:00,10:14:00,0
7/22/2019,2019,30,3,Area 3,10:20:00,10:41:00,1
7/22/2019,2019,30,4,Area 3,10:46:00,11:04:00,0
7/22/2019,2019,30,5,Area 3,11:07:00,11:25:00,0
7/22/2019,2019,30,6,Area 3,11:31:00,11:50:00,0
7/22/2019,2019,30,7,Area 3,11:54:00,12:13:00,0
7/22/2019,2019,30,8,Area 3,12:16:00,12:34:00,0
7/22/2019,2019,30,9,Area 3,12:39:00,13:01:00,0
7/22/2019,2019,30,10,Area 3,13:05:00,13:18:00,1
6/9/2020,2020,24,1,Area 3,9:43:00,9:59:00,0
6/9/2020,2020,24,2,Area 3,10:06:00,10:25:00,0
6/9/2020,2020,24,3,Area 3,10:31:00,10:47:00,0
6/9/2020,2020,24,4,Area 3,10:52:00,11:10:00,0
6/9/2020,2020,24,5,Area 3,11:15:00,11:31:00,0
6/9/2020,2020,24,6,Area 3,11:35:00,11:53:00,0
6/9/2020,2020,24,7,Area 3,11:56:00,12:15:00,0
6/9/2020,2020,24,8,Area 3,12:19:00,12:44:00,0
6/9/2020,2020,24,9,Area 3,12:54:00,13:11:00,0
6/9/2020,2020,24,10,Area 3,13:18:00,13:37:00,0
6/15/2020,2020,25,1,Area 3,9:17:00,9:34:00,0
6/15/2020,2020,25,2,Area 3,9:40:00,9:53:00,0
6/15/2020,2020,25,3,Area 3,10:20:00,10:43:00,0
6/15/2020,2020,25,4,Area 3,10:47:00,10:57:00,0
6/15/2020,2020,25,5,Area 3,11:26:00,11:41:00,1
6/15/2020,2020,25,6,Area 3,11:46:00,12:04:00,2
6/15/2020,2020,25,7,Area 3,12:08:00,12:21:00,0
6/15/2020,2020,25,8,Area 3,12:26:00,12:44:00,0
6/15/2020,2020,25,9,Area 3,12:50:00,13:04:00,0
6/15/2020,2020,25,10,Area 3,13:09:00,13:19:00,0
6/22/2020,2020,26,1,Area 3,9:19:00,9:34:00,0
6/22/2020,2020,26,2,Area 3,9:40:00,9:49:00,0
6/22/2020,2020,26,3,Area 3,9:53:00,10:04:00,2
6/22/2020,2020,26,4,Area 3,10:09:00,10:19:00,0
6/22/2020,2020,26,5,Area 3,10:29:00,10:40:00,1
6/22/2020,2020,26,6,Area 3,10:45:00,10:54:00,1
6/22/2020,2020,26,7,Area 3,10:58:00,11:07:00,0
6/22/2020,2020,26,8,Area 3,11:12:00,11:24:00,0
6/22/2020,2020,26,9,Area 3,11:28:00,11:38:00,1
6/22/2020,2020,26,10,Area 3,11:45:00,11:55:00,0
6/22/2020,2020,26,11,Area 3,11:59:00,12:11:00,1
6/22/2020,2020,26,12,Area 3,12:26:00,12:39:00,2
6/22/2020,2020,26,13,Area 3,12:44:00,12:55:00,0
6/22/2020,2020,26,14,Area 3,13:00:00,13:11:00,0
7/2/2020,2020,27,1,Area 3,9:36:00,9:48:00,9
7/2/2020,2020,27,2,Area 3,9:59:00,10:09:00,1
7/2/2020,2020,27,3,Area 3,10:17:00,10:29:00,13
7/2/2020,2020,27,4,Area 3,10:44:00,10:56:00,16
7/2/2020,2020,27,5,Area 3,11:12:00,11:23:00,9
7/2/2020,2020,27,6,Area 3,11:37:00,11:47:00,8
7/2/2020,2020,27,7,Area 3,12:08:00,12:20:00,5
7/2/2020,2020,27,8,Area 3,12:34:00,12:46:00,1
7/2/2020,2020,27,9,Area 3,12:53:00,13:03:00,0
7/2/2020,2020,27,10,Area 3,13:15:00,13:27:00,4
7/17/2020,2020,29,1,Area 3,11:07:00,11:24:00,1
7/17/2020,2020,29,2,Area 3,11:36:00,11:57:00,3
7/17/2020,2020,29,3,Area 3,12:06:00,12:26:00,10
7/17/2020,2020,29,4,Area 3,12:38:00,12:59:00,0
7/17/2020,2020,29,5,Area 3,13:06:00,13:24:00,0
7/17/2020,2020,29,6,Area 3,13:31:00,13:49:00,0
7/17/2020,2020,29,7,Area 3,13:58:00,14:14:00,6
7/17/2020,2020,29,8,Area 3,14:28:00,14:45:00,0
7/17/2020,2020,29,9,Area 3,14:48:00,15:00:00,0
7/24/2020,2020,30,1,Area 3,9:42:00,10:02:00,0
7/24/2020,2020,30,2,Area 3,10:06:00,10:26:00,2
7/24/2020,2020,30,3,Area 3,10:33:00,10:53:00,0
7/24/2020,2020,30,4,Area 3,10:56:00,11:19:00,0
7/24/2020,2020,30,5,Area 3,11:25:00,11:47:00,0
7/24/2020,2020,30,6,Area 3,11:56:00,12:17:00,0
7/24/2020,2020,30,7,Area 3,12:22:00,12:34:00,0
6/8/2021,2021,24,1,Area 3,9:47:00,10:07:00,0
6/8/2021,2021,24,2,Area 3,10:13:00,10:34:00,0
6/8/2021,2021,24,3,Area 3,10:44:00,11:01:00,0
6/8/2021,2021,24,4,Area 3,11:09:00,11:29:00,0
6/8/2021,2021,24,5,Area 3,11:35:00,11:57:00,0
6/8/2021,2021,24,6,Area 3,12:03:00,12:18:00,0
6/8/2021,2021,24,7,Area 3,12:21:00,12:38:00,0
6/8/2021,2021,24,8,Area 3,12:43:00,13:01:00,0
6/8/2021,2021,24,9,Area 3,13:06:00,13:24:00,0
6/8/2021,2021,24,10,Area 3,13:28:00,13:46:00,0
6/17/2021,2021,25,1,Area 3,10:04:00,10:17:00,0
6/17/2021,2021,25,2,Area 3,10:27:00,10:39:00,0
6/17/2021,2021,25,3,Area 3,10:49:00,11:02:00,0
6/17/2021,2021,25,4,Area 3,11:08:00,11:17:00,0
6/17/2021,2021,25,5,Area 3,11:26:00,11:35:00,0
6/17/2021,2021,25,6,Area 3,11:39:00,11:53:00,0
6/17/2021,2021,25,7,Area 3,12:05:00,12:16:00,0
6/17/2021,2021,25,8,Area 3,12:20:00,12:32:00,0
6/17/2021,2021,25,9,Area 3,12:36:00,12:49:00,0
6/17/2021,2021,25,10,Area 3,13:02:00,13:12:00,2
6/17/2021,2021,25,11,Area 3,13:27:00,13:38:00,0
6/17/2021,2021,25,12,Area 3,13:40:00,13:51:00,2
6/17/2021,2021,25,13,Area 3,13:54:00,14:05:00,0
6/25/2021,2021,26,1,Area 3,8:00:00,8:09:00,0
6/25/2021,2021,26,2,Area 3,8:17:00,8:29:00,0
6/25/2021,2021,26,3,Area 3,8:32:00,8:41:00,0
6/25/2021,2021,26,4,Area 3,8:48:00,8:59:00,0
6/25/2021,2021,26,5,Area 3,9:04:00,9:15:00,0
6/25/2021,2021,26,6,Area 3,9:29:00,9:39:00,3
6/25/2021,2021,26,7,Area 3,9:50:00,10:02:00,2
6/25/2021,2021,26,8,Area 3,10:13:00,10:25:00,0
6/25/2021,2021,26,9,Area 3,10:29:00,10:39:00,0
6/25/2021,2021,26,10,Area 3,10:43:00,10:54:00,1
6/25/2021,2021,26,11,Area 3,11:03:00,11:16:00,1
6/25/2021,2021,26,12,Area 3,11:25:00,11:39:00,2
6/25/2021,2021,26,13,Area 3,11:47:00,11:59:00,0
7/2/2021,2021,27,1,Area 3,7:39:00,7:48:00,10
7/2/2021,2021,27,2,Area 3,8:11:00,8:19:00,1
7/2/2021,2021,27,3,Area 3,8:25:00,8:35:00,4
7/2/2021,2021,27,4,Area 3,8:42:00,8:52:00,1
7/2/2021,2021,27,5,Area 3,9:11:00,9:22:00,2
7/2/2021,2021,27,6,Area 3,9:30:00,9:41:00,2
7/2/2021,2021,27,7,Area 3,10:08:00,10:18:00,2
7/2/2021,2021,27,8,Area 3,10:28:00,10:40:00,9
7/2/2021,2021,27,9,Area 3,10:55:00,11:07:00,2
7/2/2021,2021,27,10,Area 3,11:19:00,11:30:00,1
7/6/2021,2021,28,1,Area 3,9:28:00,9:44:00,8
7/6/2021,2021,28,2,Area 3,9:58:00,10:14:00,9
7/6/2021,2021,28,3,Area 3,10:30:00,10:47:00,8
7/6/2021,2021,28,4,Area 3,11:07:00,11:23:00,10
7/6/2021,2021,28,5,Area 3,11:38:00,11:57:00,7
7/6/2021,2021,28,6,Area 3,12:12:00,12:29:00,10
7/6/2021,2021,28,7,Area 3,12:44:00,13:00:00,9
7/6/2021,2021,28,8,Area 3,13:15:00,13:29:00,9
7/22/2021,2021,30,1,Area 3,9:47:00,10:03:00,0
7/22/2021,2021,30,2,Area 3,10:08:00,10:28:00,0
7/22/2021,2021,30,3,Area 3,10:36:00,10:51:00,0
7/22/2021,2021,30,4,Area 3,10:55:00,11:17:00,0
7/22/2021,2021,30,5,Area 3,11:37:00,12:00:00,0
7/22/2021,2021,30,6,Area 3,12:06:00,12:31:00,0
7/22/2021,2021,30,7,Area 3,12:36:00,12:52:00,0
7/22/2021,2021,30,8,Area 3,13:05:00,13:21:00,0
