"","Estimate"
"615",17966.2886713015
"616",16774.616770516
"617",5553.93165626717
"618",39837.7445209661
"619",24354.1158850606
"620",32242.5801974502
"621",24691.7834180088
"622",117978.169070609
"623",39510.2611514134
"624",82398.1861596473
"625",13352.8491800584
"626",7859.0091467061
"627",101653.623853787
"628",24400.7212542592
"629",10974.8167447096
"630",12761.6863435221
"631",39457.833699006
"632",57294.3109268961
"633",20410.4975252813
"634",20830.3292203931
"635",21840.0014666164
"636",76915.8245383701
"637",27371.4822775671
"638",18221.4385382095
"639",17028.8274148357
"640",38970.6778213568
"641",38547.3848937359
"642",58059.0215004587
"643",22923.9030516954
"644",54671.6516394716
"645",38187.8778442969
"646",20476.3701512986
"647",67288.7785226083
"648",25014.1041286302
"649",49808.5678861856
"650",44079.5669532437
"651",34313.7680975042
"652",37242.5825857222
"653",9921.27616308788
"654",16416.4110397175
"655",16585.1807837657
"656",23156.6091321324
"657",22224.6310229438
"658",16825.6326769034
"659",20653.2929737827
"660",53938.7130246504
"661",64907.0947354955
"662",44936.645834595
"663",24309.3813447999
"664",59356.1869287975
"665",53135.090901652
"666",7094.61522932108
"667",33779.4390821986
"668",11388.0099922992
"669",41095.6263191478
"670",6592.89657636092
"671",22010.398655372
"672",63810.3424504779
"673",45164.046231519
"674",18235.3116293935
"675",37638.9093019613
"676",20347.1875690411
"677",14319.6328280801
"678",10514.2877238851
"679",26461.5999222296
"680",26904.7081848383
"681",145585.055641368
"682",22447.2585309087
"683",13237.2462342307
"684",29496.2126157494
"685",22443.7051253508
"686",16831.9864948968
"687",45054.4862848017
"688",54182.4549787517
"689",16426.08327689
"690",21693.2817923271
"691",39119.3987273779
"692",13711.7737702745
"693",20464.1550176698
"694",30624.2472248293
"695",6769.61596840968
"696",29638.1921510923
"697",17386.1331731999
"698",41028.4808762009
"699",56747.0095414338
"700",75117.8277787475
"701",31163.0958905665
"702",28574.9898078728
"703",27763.9791283831
"704",18467.3535718792
"705",18968.1439581488
"706",27605.5975566667
"707",11392.5497295067
"708",27779.6684033158
"709",43072.6667590328
"710",17890.7180879746
"711",39498.5081188872
"712",68814.2147176662
"713",15019.0073267025
"714",16228.3021433676
"715",45117.3890718411
"716",60764.9530801946
"717",22377.9135147276
"718",35011.0189890429
"719",20988.2412332742
"720",13264.4941348434
"721",17369.2561279847
"722",30137.9971205083
"723",11844.4784809529
"724",50833.2901841432
"725",55855.6884661223
"726",12777.830918219
"727",113802.601161041
"728",20777.3814794144
"729",20614.9244304716
"730",16741.6134773877
"731",21396.3292492086
"732",27194.9110339065
"733",21284.2418531529
"734",28969.3294471208
"735",27221.7701693375
"736",17253.0787884709
"737",56168.3924160674
"738",25066.6148524323
"739",28204.579460744
"740",15541.2360234564
"741",56934.7507330897
"742",23771.4216766635
"743",62405.7550230612
"744",34131.0905372404
"745",56125.8567871206
"746",24210.1247112058
"747",24562.035320784
"748",28342.5499417303
"749",5918.18767249123
"750",49885.9999325802
"751",46415.4124826502
"752",16932.1038267251
"753",35364.4620218056
"754",5989.19420464518
"755",30013.3739604841
"756",33711.8666514575
"757",35235.1554269765
"758",37828.6550101092
"759",3137.1003985837
"760",13944.5458251163
"761",13375.1618856469
"762",81724.5819682109
"763",44593.1942975999
"764",104959.860220521
"765",29999.9248836884
"766",27536.7326653394
"767",8223.4826418975
"768",34454.5266274735
"769",43833.0449920072
"770",15509.0036325209
"771",21834.9763545142
"772",18871.1866439484
"773",66288.461928963
"774",39482.177743642
"775",37565.5428693261
"776",15328.2411347634
"777",23340.4863262613
"778",13174.0480235869
"779",207866.3902411
"780",32836.9159955566
"781",81228.182102879
"782",36595.4051596961
"783",21110.4428631269
"784",33410.889490375
"785",18360.8899860581
"786",37847.3551981604
"787",14416.9943666793
"788",27350.2188136233
"789",30004.8348782605
"790",23358.813458949
"791",34735.5177052862
"792",31128.192634247
"793",13166.7745947431
"794",17438.7800305527
"795",38167.229465165
"796",19513.2594803394
"797",7907.70081440347
"798",27804.4934830687
"799",12873.8521854888
"800",37164.2889607685
