ensemble_forecast_posterior_2017,ensemble_forecast_posterior_2019,ensemble_forecast_posterior_2020,ensemble_forecast_posterior_2022,ensemble_forecast_posterior_2023,ensemble_forecast_posterior_2024
9414.669685,7450.055582,5265.38738,3956.332362,5282.656809,3079.35935
8989.273514,6653.743046,4920.381521,2796.992056,5291.274445,3087.655716
9296.634169,8133.183937,4578.112898,6517.782866,3738.207456,3090.781303
8819.574067,8323.392767,5404.277985,3662.816759,6978.206363,3092.773592
8596.737914,7707.025525,5065.890945,4298.235857,4776.987015,3095.30589
9844.664959,6022.433986,5238.44165,4185.749196,5280.574892,3097.907585
9675.905254,7444.683297,7690.988772,3741.627464,7501.096008,3102.111501
9275.339833,6615.452574,4935.285341,3784.313468,6274.589391,3106.499822
8908.695157,8195.667103,6621.813985,4496.904146,4888.022654,3110.289029
8998.234951,6979.978241,4772.786563,3971.656962,5641.276407,3112.568575
10388.05329,7614.757659,5071.895477,3411.213404,4864.38584,3114.771936
7181.53128,6749.2885,6345.513597,4871.134117,5540.053093,3117.136263
8802.036178,5293.70803,5538.118659,4540.667583,4702.69492,3120.328507
9535.12567,7735.68143,5985.840664,3521.767618,5273.236822,3125.169849
10216.42384,6137.759229,4898.77779,3810.257552,4713.403397,3128.498546
8674.766671,7069.774898,7043.623614,6054.13764,4708.452415,3130.506153
8387.661171,7396.034564,5868.320101,2932.845838,4571.364556,3134.157143
9593.810145,6894.99895,5764.822938,3980.349174,6183.615518,3136.129102
8803.698361,5925.937395,6416.884371,4189.039036,6162.818232,3137.944488
12489.06099,6930.591972,4667.742649,3984.958369,4633.136304,3142.092784
10462.75997,6368.293715,5570.286385,3395.463002,5026.839748,3143.164104
7589.010946,6023.43602,4460.900577,3449.11126,4453.023884,3144.364136
9015.262197,6413.520112,5176.407101,3507.342332,7666.443579,3147.159204
9438.443715,6501.448483,5330.375393,4261.474837,5650.386128,3150.466987
12066.71551,6621.609008,4861.734891,4037.693599,7305.295452,3153.109017
10068.2881,7217.535006,4954.688724,3325.810098,5376.4086,3153.966974
9599.612422,6925.322369,5067.785718,4066.662945,5221.539602,3155.768425
8374.937797,6645.660048,6142.322959,3217.927825,5738.614486,3157.820098
10649.86094,6915.967885,5059.213591,4350.370567,4805.559497,3160.604709
8060.703314,6834.043395,6119.040752,3078.587401,5083.398537,3163.343806
9191.892827,6871.956326,6103.646785,4092.766632,5679.693548,3164.957827
9816.717556,7924.05732,3853.900905,4005.036369,5551.636422,3168.130364
8738.424728,6096.591843,6472.758279,4161.440985,6280.496434,3171.568917
8390.475061,6544.042388,8311.916273,3488.076965,4879.105294,3176.180729
8608.119514,7339.980267,4528.090556,3224.276162,5527.530927,3178.830952
8317.566694,6027.259741,4693.157115,5384.955777,3998.220408,3181.343862
7525.657264,6552.725621,5137.36109,3305.242314,4434.18188,3184.142937
8986.821923,6604.153151,4771.81945,3683.948094,4899.923641,3187.466255
9329.432791,7911.312442,6194.571215,5443.198439,3774.37002,3189.596818
8735.150597,6242.791929,6079.546252,4524.012678,4671.355198,3191.764184
8724.108461,6064.702063,4649.951195,4737.981346,4314.608406,3192.84077
6784.551419,6585.769119,4546.879242,3938.935708,5974.901724,3195.056727
7432.520413,5764.807576,3988.829126,3867.19211,5621.631256,3196.907024
9798.180291,5932.135499,6279.750611,3296.882393,6462.240582,3198.743491
8557.367198,6816.770301,7123.136076,5159.289654,5561.024881,3201.701252
6468.262515,6038.806155,4891.075723,4102.865462,4351.003124,3203.173195
6775.585529,6106.185995,5249.977248,3749.862701,5466.595207,3204.476615
8314.787107,6437.879455,6566.503493,5590.237271,6247.76735,3208.090336
8005.509345,6413.932649,5956.956517,4516.172025,5322.526693,3211.304397
9340.671666,6945.923746,6523.638314,3338.377495,4859.205129,3214.316987
8082.504205,7189.87232,5474.412758,3620.716758,5466.163197,3216.848819
9107.18281,6427.400308,6359.844847,3661.880346,7619.640163,3220.627769
10332.99028,7687.822551,5632.133272,3666.070377,6546.807128,3221.462457
7296.78238,6622.511559,4455.629672,4423.562541,5809.464142,3222.225471
8678.81301,7447.510249,4535.497977,3565.252826,6210.639481,3224.139386
8041.724483,6031.118161,5916.184591,3511.539193,4363.107426,3229.118928
8129.282219,6101.757304,5367.02721,3908.941018,4786.465692,3231.307663
8607.41943,5936.270677,4963.091957,5267.272561,5410.063803,3233.816621
10072.53883,6690.253332,6200.16952,4142.855774,5276.80663,3234.995195
7892.716824,6527.23696,4922.407167,3521.905266,5070.195964,3236.37055
7095.3375,8007.381354,5279.733992,5501.480233,6679.785899,3239.239956
9589.201205,7113.693135,4409.056305,3639.563662,5566.863966,3241.731961
8799.733516,9308.931169,5296.827943,4306.140375,6185.94179,3242.841306
7626.964579,7424.905522,5363.957206,5714.503341,5421.596299,3243.704684
5793.39767,6918.206237,4708.08731,4054.94629,5741.514367,3245.931028
7523.21434,5704.126749,6068.804362,3716.689081,6497.430765,3250.963799
8121.758486,7491.740173,5227.233894,3375.917871,5954.88182,3253.227672
10317.95889,7696.132089,5016.898688,4397.893365,4950.268987,3257.867899
7971.726381,6737.203835,5332.491151,4466.420609,4907.693959,3259.039923
8418.929009,7276.718568,5473.30704,4780.500931,5875.164312,3259.954986
6979.662823,6664.034341,5778.730638,3633.107585,6388.868248,3261.566787
7906.179509,6458.358537,4788.054171,3230.682674,6170.558956,3262.771993
8882.994243,6042.518486,5426.272415,6152.052628,5606.733047,3263.435556
9438.092261,6920.217295,6562.46124,3749.694873,3983.138612,3265.467159
8039.423336,7272.289274,4710.679229,5022.148559,5050.849029,3269.276887
11195.43926,6832.196402,4927.94468,4553.526175,4042.499589,3271.329403
8655.243052,5643.995887,5190.300453,3534.975673,7357.844506,3279.620078
7951.14749,6348.642559,5778.085443,5553.045478,7118.23495,3280.907947
8059.730896,9065.473348,5615.663163,3562.126456,5546.586033,3282.803518
8664.988422,6605.379999,5086.97773,5869.840726,4416.6639,3284.541724
8693.735946,5486.654432,5528.696985,3963.734376,4598.50278,3286.399584
6791.920198,6421.316471,5767.44857,4210.104143,6593.339352,3287.774939
7967.256213,4731.819452,6130.716738,2729.668448,5525.780985,3289.414232
7081.092378,7291.210876,4492.620674,4735.706293,6053.485385,3296.359267
6576.516957,8134.213975,5301.005498,4494.450496,8064.000564,3299.215905
7626.939458,7707.087081,5849.88753,4438.077402,6143.637635,3302.536617
9558.60492,6075.877678,4121.587537,4254.438262,6500.047567,3304.641552
9154.996933,7594.656572,4474.278163,3469.661766,4959.86179,3306.506026
6640.506694,6049.792737,4252.76775,3278.361744,5121.837969,3309.179928
8001.321435,7186.541022,3985.511692,3647.87887,5821.890433,3312.670626
6536.622009,6045.37255,5427.395643,3558.097199,4096.255872,3315.230573
7590.018275,5702.154824,5437.358387,4816.653697,4769.495697,3317.192206
5933.136074,7130.711354,5440.830779,4053.266735,4689.096924,3319.430594
8506.977835,8443.677503,6724.87919,5015.170109,10393.30232,3320.442313
7206.103799,6643.318296,7419.378129,4053.198945,5040.889208,3321.445639
8928.932571,5417.108814,4778.369771,4004.600843,5623.079621,3322.897368
7549.312585,6336.659974,4532.727443,4315.877562,6353.507154,3324.277536
8260.968653,6193.293532,5142.939791,3321.277024,5201.416356,3325.306338
9338.758769,6266.974386,5887.145075,4147.510725,6988.745199,3326.391107
7171.634767,7766.188023,5247.07603,3616.87568,5306.589841,3331.576885
9712.881666,5245.962341,5210.46823,3930.307772,8380.042064,3336.911533
8108.77409,6332.136954,6009.731379,2843.892312,5535.281694,3338.425068
7341.428733,6329.920654,4512.942422,3859.058484,5660.187956,3340.347543
10287.96449,7725.31635,4904.362743,3570.705085,5132.535618,3341.942022
7708.637054,9609.988927,6049.8019,4353.448534,4992.745567,3343.297056
8783.199984,7206.042055,5155.345939,3129.095937,6005.638649,3344.871496
10946.45535,5944.830842,4580.044458,2959.130703,6019.685257,3346.896722
8374.568763,7095.536732,5417.025576,3469.426592,5028.737908,3347.957414
9447.567173,6048.426789,5620.32719,3185.252123,4870.797474,3348.901135
10212.4852,7261.34289,5850.232099,3442.141088,5217.837124,3349.391104
8117.501414,6017.544492,6260.58992,3231.715696,7069.021635,3350.473924
9984.689614,6314.718199,4752.60895,3137.738368,7871.572593,3351.978072
8363.545014,5498.979414,5737.487827,4197.606383,6606.551235,3353.036107
7340.374254,8939.580807,4989.956138,4680.04144,5981.35058,3355.465525
10282.97623,5740.654501,5796.729908,3920.444938,4986.417895,3356.251228
9700.168235,7540.916615,6642.213884,3521.133681,5464.167538,3358.440278
8414.43992,6807.234732,5442.767387,4747.027912,5393.09173,3359.266808
8766.686436,4387.34685,5299.417099,4712.118915,6229.081094,3361.099622
8171.083488,7473.888312,5012.064743,3400.976217,5082.144594,3362.4664
7281.137835,4742.795455,5719.094887,3682.226113,5019.656638,3363.583442
8633.546234,5968.500545,4778.38365,3348.322899,4890.113129,3364.119696
8926.333161,6654.563447,4851.951321,3996.433433,3392.225113,3365.418453
10188.35736,6489.948432,4735.213721,4362.669552,5379.237115,3368.291545
7048.031356,5824.871553,5107.736534,3389.365994,6400.424118,3369.429544
7590.025935,5972.162097,5549.991804,4306.122501,5517.499527,3373.107822
9874.144172,6061.790358,6465.440642,5008.758135,6046.590909,3374.629441
9371.483232,6708.708411,5849.938192,3635.038631,6373.239305,3375.322358
8456.534257,5881.861202,6723.123621,4935.390034,4767.405536,3376.895921
9144.213439,8001.454146,6983.223054,3563.0954,5097.336073,3378.166463
8588.389031,7337.835845,5451.519163,4542.760067,5573.819036,3382.261139
7956.964467,6857.026572,5208.273002,3977.506634,5645.984406,3383.349529
7732.054747,7749.851833,6411.014188,4434.863827,4531.133246,3384.282332
8224.249213,7226.909017,5241.355438,4217.756362,3850.465457,3386.1119
7486.795331,7616.447389,6747.454297,4556.239967,5383.647022,3388.021402
6917.376426,5930.376069,4677.862315,4814.942386,5944.121924,3389.533999
8284.053906,7354.485755,4548.964462,4531.739523,5173.064444,3391.129427
7641.090895,10051.68497,7170.723736,4237.005757,6332.933189,3393.019965
7882.248113,7640.945585,5419.298282,3813.845751,4520.046296,3396.579726
8360.144199,8360.317871,5117.863683,4088.122403,4191.456595,3398.45344
6515.534018,5454.797801,4570.255387,3448.778428,4652.442707,3400.108874
6314.455109,7883.251218,5162.196235,5180.56634,6198.516835,3401.596428
8473.163607,6723.739569,6889.258863,5716.164245,5602.972587,3403.276415
7925.205748,6763.168123,4809.776667,3896.852047,6485.348788,3404.809278
9430.383467,6675.548251,5263.245728,4278.682322,4255.71909,3406.031258
10078.40755,6351.917985,6164.655109,3798.076008,4612.055032,3407.520045
9701.600075,7418.93129,5218.653975,4154.097122,4530.102119,3409.818377
8510.546343,5582.522519,4753.238493,4909.955535,5747.373851,3410.819338
6594.63025,5852.842975,4150.625381,4910.209928,6356.680029,3413.187652
8407.434745,7228.801332,6797.84316,3899.34419,5303.741916,3414.02924
8799.39857,5414.392714,5013.805564,5128.979241,4987.891588,3418.334538
8673.546705,7537.947675,4628.556127,3692.511853,4099.271163,3420.487562
6882.575906,5840.501444,5027.081171,3444.011785,5328.099556,3422.969312
11424.53348,7366.076964,5872.191673,4409.394846,5934.053714,3425.83899
9575.722563,6841.983409,5021.844734,3476.763347,4420.104965,3428.912464
8274.832689,6841.24581,5014.367918,3161.810947,5387.176877,3431.956618
8086.598981,6346.418897,6091.964865,4162.675415,5507.024714,3433.848597
11087.9509,6517.997547,4896.966886,3854.335038,4448.016749,3438.051398
8642.345242,7496.617586,5172.00128,5003.02578,4465.35866,3439.157478
6758.649115,7235.988777,5034.755393,3782.629766,5668.793922,3443.071473
6824.335535,7953.150242,4773.145127,2886.489236,4818.500779,3446.31585
10656.14887,6369.251376,7477.21157,4625.486818,5389.902671,3446.878695
8188.034776,6893.734379,3926.932673,3559.105728,5924.125403,3448.536413
7390.658477,6355.666717,4893.870344,3853.957057,5334.362693,3449.139506
6859.537865,7937.230332,4436.926047,3602.695499,6262.898918,3449.893956
9385.217057,5507.27383,5280.549696,3697.350896,4799.793992,3453.010714
7284.610661,6956.406927,5259.253271,3632.680738,4281.296055,3455.151371
8793.285705,6283.518463,4888.042057,5450.806012,5548.179632,3456.770645
8478.481925,6569.101092,6366.268152,3813.56481,4703.129324,3458.46553
8366.152252,8049.564755,5778.352425,4531.06553,6334.729566,3459.903707
5605.474823,5328.745509,5883.92266,5175.444321,7588.160062,3463.199825
7664.229835,7573.318617,5667.162205,4898.04461,5770.620662,3464.778395
6866.525835,7959.427744,4400.680272,4186.810632,5594.109547,3465.576837
7808.249749,6443.893031,4642.41547,4054.810666,5108.759154,3466.103813
6610.891471,10310.06089,5397.324718,3750.130038,4101.396373,3466.983286
9655.191245,7479.311509,8193.532401,4434.758902,5562.430072,3468.850281
7610.92344,5701.661586,5250.623146,3619.763194,6876.21651,3469.811915
8906.44941,7491.099613,5351.540833,4634.990693,5288.591895,3472.212991
7096.645182,6583.98728,5836.489031,3481.352926,4612.454651,3473.760272
11281.10764,6623.381635,5935.150595,4135.820227,4293.771438,3474.820009
8340.777756,7113.829157,6546.374906,3872.843144,5870.874848,3476.488278
9541.996168,7750.517989,4351.800402,5034.611092,5351.762663,3477.195153
7913.354517,9010.753073,6189.6872,3456.443242,5599.68566,3478.491563
8607.850552,9056.333491,6614.890568,4672.760147,5483.286555,3479.648414
8374.991231,7679.98136,5304.246426,6113.589504,6038.359171,3481.541431
9205.845085,6036.756271,5685.631716,5490.64451,5419.447312,3483.395129
8686.576438,7296.675887,4474.764466,4035.927187,4940.137292,3483.814651
8358.978858,7332.571814,5788.192826,3743.392489,4985.790462,3484.615919
8077.03939,6538.177166,4872.283355,4497.740638,5957.995581,3489.487487
8717.231248,5617.314051,5273.687774,4192.571812,6410.495339,3490.295032
8168.930675,5481.967502,5278.215234,4427.019646,4683.77584,3490.97462
9233.606681,7039.889728,6959.412704,3725.497801,7021.497458,3493.082433
10479.16495,6507.944289,5083.915839,4000.236553,6517.891402,3495.896995
9400.332699,7525.270229,4431.085364,4335.454466,7028.892631,3497.328531
9027.253018,5975.636363,5196.488743,4375.991371,6809.702238,3500.482401
8468.883219,5836.88173,5762.165425,4696.80656,5282.74993,3501.386378
7642.262689,4923.044744,6308.976474,3906.766426,7188.503355,3502.5248
7275.828341,5398.369489,6129.305403,4690.193562,4661.547502,3504.538789
6718.408085,6261.462187,5473.115554,5079.218319,4347.235007,3505.578853
8553.152413,6208.073933,4489.67348,3781.828343,5329.739657,3508.165773
7348.898466,7009.628568,5639.611622,4174.455114,5970.359677,3509.901118
9304.149963,6199.423485,5886.095773,3449.269365,5553.493439,3511.965842
7509.576372,8150.372658,5318.711571,4730.865725,5867.518859,3513.195377
8922.888886,6507.574823,5501.009664,4016.727939,5295.144885,3514.048914
6901.202357,9050.845407,5990.646598,4291.913356,5001.093963,3514.870641
8079.260357,7952.395768,5985.877264,4822.406366,6642.964139,3516.040595
7198.157528,6364.545256,5412.257112,3784.846866,6344.604093,3516.456705
7948.303545,5900.694154,5631.695191,3828.897662,6114.687457,3517.336937
9913.507843,6005.999326,5425.712296,3921.314824,5911.309634,3520.132438
9355.964799,5880.400083,5733.327354,2822.1593,5563.624495,3521.865923
8936.687966,7481.949708,4644.12428,3510.705354,5573.470647,3522.747136
9393.660294,5926.837829,6069.208583,4884.16977,4380.105681,3526.719851
