ensemble_forecast_posterior_2017,ensemble_forecast_posterior_2019,ensemble_forecast_posterior_2020,ensemble_forecast_posterior_2022,ensemble_forecast_posterior_2023,ensemble_forecast_posterior_2024
9434.422079,8540.110603,5324.027015,4179.455071,5795.163852,4365.179795
8134.962263,7083.791996,5391.883032,3609.362259,9019.882854,4365.995891
8892.336561,7835.208075,5384.656608,4040.540297,5772.756141,4366.583051
6789.995928,8931.59423,5168.588571,4271.468914,4853.512211,4367.572152
7587.974449,8187.499469,6155.57794,4130.815683,5112.702521,4368.551662
6139.546732,5075.324942,6345.275905,4953.893664,6509.976082,4371.862213
8451.011589,8969.552449,4956.893046,4041.746679,5513.106263,4372.741373
9276.975464,4541.920567,5295.371041,3264.344396,5084.10573,4373.489754
8433.144358,5874.676633,5709.86445,4799.210503,6214.046835,4374.82283
9645.782212,5995.7945,4780.704157,4825.469054,4653.234456,4375.803521
8507.256412,4938.340652,5935.008009,4176.743272,5271.808586,4377.045612
8131.560277,6558.387526,5852.628687,4402.054407,5857.324498,4377.91431
9782.225168,5763.666073,3951.354637,3014.846347,5736.636716,4378.8725
8578.373102,5826.270589,5635.13477,3415.960818,4799.153839,4379.618608
7626.651968,6542.803861,4849.753628,3552.011338,4675.790008,4380.362828
8896.577063,6760.143853,5385.609303,4234.887647,6839.251841,4380.668237
6987.814401,7081.245304,4473.920448,4472.547397,5096.50021,4381.863248
7780.064772,7359.954259,5400.416136,4360.950677,5346.640721,4382.595989
6971.055077,7703.14479,5150.812896,5250.733244,4652.545271,4383.293434
9091.306708,7281.997608,7427.725181,3740.290021,6129.306526,4384.648419
9184.957943,6309.811669,5037.614487,3946.62484,5734.890717,4385.615688
8386.900983,5564.255874,5544.331613,4191.285563,6964.204762,4386.179573
7931.293399,6477.748745,5784.415232,3934.854023,5691.878247,4387.718723
7385.333361,7323.507138,6428.697607,4790.561713,7089.669218,4388.37663
7172.122916,6815.364744,7559.091828,4186.035458,5428.475978,4390.696028
8691.336147,5217.202548,4935.20853,4294.362604,5639.247794,4391.265006
8693.814071,5411.044241,4436.165594,3903.434051,6444.519734,4392.449148
8213.845738,6818.441989,6057.952161,3085.667937,5159.889132,4393.403554
11199.36106,5755.130828,7072.821974,4070.521379,3817.692623,4394.63304
7856.854173,7756.210069,6019.986753,4906.380244,5006.437937,4395.458459
8319.82853,6579.423802,4687.259838,4435.171794,5294.49224,4396.654673
5785.185941,7412.548002,5098.309733,4491.440263,6209.008976,4397.97657
10231.1599,6469.999703,6333.673667,3795.309878,5659.908371,4399.229509
9459.342959,6629.673884,5511.509256,3038.776578,6461.457767,4399.759821
6754.173894,6411.279727,6447.111477,3735.770504,6538.819044,4400.347949
6475.878791,5989.179414,6178.05391,3752.550083,4812.155186,4402.960911
11079.83112,6478.544638,5115.546426,4645.927734,6053.041908,4403.576116
9321.150236,6381.153662,6401.920601,4897.386359,7373.178828,4404.259705
10119.26638,6490.868195,5797.011427,4871.549273,5211.539107,4405.063075
7763.719266,7080.103887,4397.031053,3538.318672,4239.513447,4406.888107
7841.587277,5315.888469,6253.286144,5012.849043,5717.174566,4407.354444
9116.580631,7155.559657,4882.913682,4242.413133,6258.583898,4407.719035
8490.79386,10919.66329,9427.301216,4617.647119,5035.329456,4408.413288
9152.150652,7747.439298,5608.90276,3439.184517,6287.620918,4409.341187
6533.486283,6828.35044,6164.801152,4100.625954,7205.171646,4409.75377
5328.137771,5627.081207,5828.048213,3431.469423,5293.388755,4410.990718
8340.949298,6032.462956,6432.571996,3871.589973,5628.785238,4411.974049
8510.875155,6998.245961,6137.383269,4373.730205,6194.430293,4412.964247
5950.604951,6519.757211,6461.306474,4319.011284,4832.202932,4413.6996
8495.622002,6246.668883,5024.73369,3529.019552,4449.367162,4414.68573
10608.84674,7559.525018,6426.170287,5019.815745,3921.122084,4415.746017
8624.163029,6263.631577,5553.59502,5209.032687,4746.549805,4416.027389
8168.10013,7028.4475,6722.325993,4078.048864,6333.093469,4416.661352
6565.122542,8072.722018,6509.353405,4310.811925,5376.938453,4418.830562
11074.95093,5490.923447,4341.713515,3489.125204,4783.650234,4419.645957
8428.383123,6387.81298,5478.686032,3564.915184,3806.958108,4419.88757
8598.310562,7065.319879,6226.752767,3382.578835,5664.914809,4420.686571
9361.02736,8021.624252,5884.616931,4195.442226,6138.900353,4421.2006
7486.494893,6950.450479,4362.945046,4154.492252,5441.541426,4422.589333
9149.461696,6677.886966,6198.510466,3513.228341,4919.629093,4423.420717
6818.248004,6679.919537,7079.633728,5490.440756,6482.648228,4423.957504
7826.959253,7080.445953,5690.073877,2961.816762,3853.933562,4424.877246
9647.25882,6993.431157,7233.096022,3163.21706,5138.608817,4425.51881
13292.65046,5685.399197,4788.26938,3807.878562,4786.220366,4426.344884
8890.923839,5720.013784,8060.047807,3568.864344,4742.600436,4427.410052
7966.757618,6008.303774,6065.167406,4478.137978,3706.351136,4428.072846
7926.540824,7327.513228,6627.069929,3233.033097,6368.873265,4428.654906
7834.530194,7675.403876,4802.125554,2745.876144,5531.547656,4429.424931
8560.891339,6841.217446,5161.783906,4129.037748,6898.123876,4429.968741
10489.15838,8218.03008,5176.240714,4330.41839,5933.327685,4430.99461
8591.084989,5673.350178,5697.21068,4102.378448,4933.490796,4432.61579
7286.03774,6731.185523,4663.856139,3230.599172,5022.907551,4434.0907
9081.125298,5920.577421,6176.638796,4251.130011,6536.101056,4434.602365
7258.735743,7501.362057,5895.974393,3709.662999,6020.294543,4436.590879
7781.043425,8032.130072,5369.910491,4064.34437,5155.292027,4437.139851
6258.214128,9077.078495,5489.792349,3412.287574,5424.301365,4437.987154
7501.257937,6785.844245,5562.454347,5307.689016,5017.504182,4438.618199
7871.186277,6716.716996,5847.929036,3760.590864,5994.757731,4439.124997
10416.92801,7614.83329,7064.924642,3862.679704,5766.817613,4439.817685
8311.176887,8134.384432,5580.891343,3954.535605,5456.290161,4440.060002
11388.25968,7195.528491,5956.84376,3828.249014,5312.806487,4441.234877
9453.121763,7459.640638,6579.501333,3286.794117,5926.639811,4442.030767
8852.700509,7403.295517,5193.578731,4035.4407,4667.281408,4442.582459
8301.195231,6629.352905,6142.400959,4068.86874,6277.993843,4443.181618
8048.549792,6898.61606,4572.675173,4769.408418,6420.389897,4444.413278
9428.358872,4989.007234,4804.363595,4497.140904,6080.547423,4446.485243
10753.28573,7161.994529,5978.191925,4008.740435,5348.720226,4447.075081
14596.57789,7465.6408,4725.38653,4559.535585,5342.742182,4447.869574
11338.05675,8553.503267,4164.140908,5944.687607,5965.781549,4450.047176
7386.387402,6653.849516,4992.610501,4891.934124,7132.597224,4451.331834
10242.68254,6179.483403,6728.243932,3601.696004,5082.770065,4452.766336
6585.590363,7727.974411,4469.994081,3831.872148,5653.467107,4453.608167
6940.112173,7287.196901,4944.378283,4396.236209,4793.321809,4454.320485
7489.679419,6167.883992,6311.577558,4692.265554,5054.165585,4454.680669
9123.846153,9248.803718,6784.809484,3466.623187,6892.000527,4456.255027
10799.99698,5200.158056,5150.287574,4830.298846,6612.455457,4457.374689
8674.162837,8705.939264,4256.993609,4381.048512,4998.797401,4457.98035
7180.072429,7066.0959,5279.467477,3740.927317,4608.875384,4459.237494
6661.070387,6324.976388,4703.779347,2996.812796,5592.864649,4460.199655
7113.480003,6116.771282,6933.097803,4136.34769,5003.128449,4461.401414
10299.39452,7933.496115,6634.048966,4727.59763,5704.23441,4462.420677
8590.842476,6756.949987,6069.919482,3808.62378,5267.63704,4463.728179
8121.543118,6514.503996,5526.433364,3407.809493,5661.433641,4464.591168
6512.818128,4975.946362,5800.269353,4632.024826,5531.511675,4465.431811
9836.303934,7446.834704,5608.950012,4467.330512,6871.289822,4466.229884
10593.17927,7092.904806,5824.198304,4008.571191,6258.090896,4466.985188
7602.966993,7497.181334,5651.954344,4046.410702,5079.99854,4467.813486
7619.114146,6638.703897,4167.487708,4124.886813,3880.802615,4469.288331
8841.386286,6307.540958,5756.413733,3955.086221,4253.533336,4471.285253
7702.349611,6714.474636,4132.030766,4159.386171,5385.466253,4472.067191
9114.661642,6502.935235,4547.985422,3352.024357,6437.758416,4472.775327
9222.756897,6431.292088,5041.536226,4958.319501,5587.426136,4474.050207
9746.257494,6657.663447,5309.279293,4112.913775,5144.797933,4474.906087
9502.16181,5676.942616,5097.829022,3357.042369,4153.408541,4475.723819
8872.613782,7627.970828,5710.164366,3972.085756,4246.381518,4476.368172
8701.23647,7744.583848,6349.247355,4141.151916,4869.22315,4478.67337
8247.796708,6606.451604,4753.028947,3595.590896,5442.481421,4479.441429
7081.150718,7765.574409,5531.295001,3618.165865,5802.015299,4481.062013
6831.637539,7685.479197,7262.123333,3001.969387,5165.356322,4481.802162
7951.613805,6282.83493,6254.878095,4488.889377,5055.588409,4482.408942
7395.824756,7971.267951,4487.451726,3188.914322,5210.251449,4482.957291
7593.305094,10568.98453,6501.939616,5349.272162,4947.379812,4483.87364
5998.831791,5543.569121,4707.424165,3953.630943,5359.083954,4484.59815
7793.428707,7624.31327,6040.040503,5237.756479,5943.335351,4485.267791
7970.492975,5506.290213,6007.968086,3532.694294,5623.921093,4486.160179
8327.175349,7122.172558,4879.894828,4749.997608,5867.232118,4487.330422
9827.931074,6548.575038,4967.97067,5160.22213,6077.690267,4488.39313
9742.642188,7325.305377,5617.00017,3341.952114,6915.797299,4489.368019
8591.226364,7716.404469,5049.19973,3073.937255,6502.004387,4490.148134
8635.36144,6513.439193,5932.616169,3801.813534,6797.868652,4490.695537
7885.088924,6547.315175,6358.885748,4461.036954,6489.792484,4491.039927
7834.823393,6013.460122,5793.206903,4086.815183,4555.035125,4491.480432
8134.671643,6906.465388,4201.443249,5173.404962,3957.051012,4492.100725
12117.16052,7227.964285,5391.086298,4175.052857,5878.770594,4492.594398
7303.060771,6644.284086,6123.078411,3267.914258,5413.984412,4493.581958
8147.740763,6677.638584,5317.962752,5764.585367,5610.343447,4493.6751
11622.65079,6851.748269,5191.38992,4156.288957,4822.356362,4494.833446
8158.828565,7887.111215,5385.578545,3792.554739,4411.472672,4495.858252
7775.693771,7923.771865,7048.434161,3637.717508,4765.475541,4496.476393
7951.930799,7205.092603,5293.465243,4340.570811,4925.652539,4497.176826
9091.785916,6725.294526,5339.846032,3548.0585,5133.18405,4497.81585
8509.525484,6972.804337,4986.859826,4912.294581,5603.77297,4499.109553
7528.831274,6979.999115,5141.820083,4411.64779,5637.286438,4500.180665
13336.44593,7582.701904,7619.560631,4833.806736,7211.102372,4501.192229
7784.215123,8075.780543,6932.055038,4770.014307,5500.58425,4501.667561
6106.461769,8469.369222,5734.831479,5283.748866,5451.931223,4502.659534
10018.099,6317.001643,5661.189415,4338.346044,5303.663805,4503.586318
7623.386405,6064.360479,5679.433379,4405.537298,5111.94876,4504.922426
7867.545389,8716.582834,4600.334865,3817.075426,4422.931783,4505.575686
8388.261734,5232.718903,4575.01168,3576.669551,5093.867362,4506.038586
6371.763011,6503.509471,5616.896129,3452.528461,4142.691166,4506.972832
8749.570797,7556.605852,4950.560236,4365.439376,5206.727645,4507.064104
10558.13128,6529.458064,4725.952054,5347.222492,4378.040428,4507.596023
7194.639751,9507.700102,5596.958322,3264.336606,5226.279616,4508.971341
7919.710636,5560.061604,5552.602993,3863.447871,4490.165237,4510.413369
7677.371198,7320.974532,7873.350591,4449.014351,5693.570391,4511.154696
8445.170338,7926.696686,5764.777783,4651.424738,4753.98851,4512.015585
7640.170501,6061.454025,5915.530014,3478.248819,5359.611065,4512.743075
8278.074491,6097.407683,5040.73817,3105.171206,4547.676494,4513.144939
7551.060235,5680.465823,5206.161743,3383.022953,6231.040371,4514.483359
7588.968092,6505.960366,4816.734138,4292.709237,4908.939516,4515.003469
7027.018751,5010.566816,4779.778249,4039.423173,4340.826894,4515.991229
9813.215103,7868.493923,4929.989271,4381.065372,5083.302361,4517.041216
9467.72257,7666.382801,5060.202757,5000.621976,5364.45757,4518.056307
6211.905387,8424.887851,4807.718788,3810.071463,7682.562017,4519.359527
8288.101327,6192.083403,5437.079088,4327.279085,5325.007332,4519.829088
8563.403517,8547.743707,5078.128329,4225.146211,7607.118209,4521.080949
8144.083297,8443.805398,5477.124011,3683.161537,4751.216083,4521.716004
8347.00935,8511.955675,5804.58699,3684.990643,5432.786921,4522.333528
7720.120416,5236.576804,5740.140997,3482.033816,4836.419326,4522.766895
8195.940973,6939.997716,5564.764902,3601.862191,6558.112581,4523.667642
6878.835975,5338.604811,6110.014586,2736.134235,7422.270756,4524.446585
8671.452292,6761.324783,6692.546122,4293.113091,5119.922828,4525.135454
9304.022886,7401.723091,5581.395479,4847.4191,7140.692045,4526.738198
9424.777653,8049.744666,5610.078372,4420.461634,5934.356005,4527.335534
9001.185124,5479.914118,5480.858565,3805.606657,5361.80773,4528.005676
8960.695258,5575.112777,5029.315306,4998.599517,5858.538147,4528.713393
8118.359485,8520.806416,6070.090478,4605.41248,4931.751284,4529.896159
6511.177856,5861.116766,5211.130476,3859.02581,6128.393325,4530.986102
10207.89167,9433.543902,5731.872057,3759.222935,6850.766126,4531.418186
8812.447405,6345.664743,5324.317204,3604.040246,5239.626818,4532.116564
8145.123576,6674.336851,6841.528324,3467.322436,5439.931021,4532.933712
8312.978075,6584.712144,5256.084257,5372.790256,4835.660609,4533.303645
10023.07515,8163.378868,6730.250431,3652.596763,5053.91194,4533.975486
6965.019111,6618.737202,4256.529541,3955.763203,5665.623052,4534.747853
8370.348073,7096.039179,4867.212592,3841.871211,6176.497491,4535.560771
9992.224502,9775.963397,5483.540143,3507.810957,5466.428421,4536.828215
8227.25323,6050.492868,7147.340463,4268.865925,5689.730919,4537.920681
7799.551054,7795.495943,5360.593111,3556.212545,6008.673223,4538.400548
8208.668662,5853.590724,5135.460795,4230.389875,4675.217013,4539.270941
11597.39512,9053.972833,4807.330816,4365.947297,4791.731116,4539.861487
9362.717493,8202.062596,5066.416451,5706.068524,5312.516244,4540.988258
8927.577893,5856.221969,6077.434596,3446.906978,5076.395424,4541.900547
8297.133399,7096.770751,5340.012956,3894.775431,4881.900392,4542.912844
5998.357827,7521.67627,6697.746252,3974.887288,7184.271917,4543.921709
8997.91943,6900.063092,5295.557875,3788.171468,4105.620738,4544.439703
9422.683278,6725.995328,6405.765585,4214.276525,5272.728246,4544.811648
8284.344263,8383.928584,6647.468398,3053.775061,4969.414433,4546.434329
8498.281377,7739.28566,5008.282314,4214.006376,5401.248564,4547.352531
10448.74552,6227.947037,5565.986781,4311.499378,5704.201452,4548.826286
9515.179254,7841.045187,5673.334479,5665.039891,5495.493211,4550.675783
10333.81418,6240.540316,5274.310218,3492.905678,6698.559687,4551.033967
7167.317928,5797.466759,5635.348638,4043.157298,4497.935328,4551.76191
8098.653073,7039.264652,5323.396681,4264.231726,5524.478556,4552.49055
10618.01365,5770.898925,4491.403595,4036.959687,4669.645595,4553.158029
7493.728591,6859.509318,5011.929365,4771.310169,6470.158943,4553.630489
7597.211365,6900.168221,4819.265332,4728.058487,5643.695385,4555.547129
10113.0373,6505.515312,5824.810184,4667.614717,6324.502756,4556.574893
6531.20931,6231.642281,5061.88972,3449.138402,6206.891267,4557.229431
8229.041126,6401.72109,5810.650343,4268.751808,7776.040849,4558.0495
8862.022904,7043.049766,5080.938535,4018.560189,5352.109546,4559.337899
9136.415094,8572.054999,6190.69875,5032.181244,4860.152007,4559.629932
9621.287811,8696.889581,4537.301336,4039.594487,4622.926275,4560.59937
10106.81183,5703.867211,4134.993591,4369.50806,6526.460648,4561.044047
9448.691736,5959.807198,5422.489752,3701.668167,5502.490319,4561.817919
7330.612907,6129.045526,4985.752982,4111.712496,5704.671533,4563.045948
6941.425729,7112.392123,4908.387247,3221.904927,6567.732043,4563.741882
7308.679464,6394.667859,5135.975917,4421.644379,4703.679631,4564.617319
6785.772231,6467.782686,6162.081351,4500.649808,6218.694464,4565.314565
7645.960459,7905.428087,5120.307339,3392.523712,5821.538159,4565.610295
8314.900483,6333.535758,5524.541186,3260.452606,4729.75237,4566.334874
11145.59705,7089.676294,4062.085625,5031.827868,5114.918796,4567.058713
7325.52596,7172.111079,6850.032056,4081.666564,5428.759661,4567.984319
8567.373166,6049.829798,5042.443591,3359.258388,4955.942528,4570.110232
9068.139694,5948.059175,6180.920617,3994.235646,6894.584168,4570.809798
7978.629001,5287.10797,4658.041881,3949.951683,5528.122491,4571.592719
8278.069571,5491.785832,4906.939178,3800.225255,4748.713678,4572.343791
9815.249703,7436.9448,5961.010201,3306.287906,4864.201134,4573.013297
7788.91701,8867.365488,4601.500203,3292.988491,5890.189191,4573.926033
6811.261947,7612.410728,5585.60086,3741.926598,7781.944223,4575.476694
7268.686999,7025.871409,4843.524056,4429.674529,6135.257104,4576.615147
8239.974011,9975.210011,5561.956477,3743.979391,7566.376787,4577.339144
8124.261135,7595.862163,5880.515413,4576.02365,6244.685813,4577.976947
8065.952862,6335.041436,4769.531534,5451.474008,4835.91612,4578.912907
8078.369911,6715.678576,5945.362049,3909.926162,5245.127175,4579.447406
6797.994806,9525.237331,5661.034566,4108.887603,5635.301176,4580.329181
6827.921266,7500.827953,5843.420476,4355.817458,5646.064167,4581.256202
8298.317769,6816.390893,5589.219295,3170.448302,5986.593744,4582.07825
6301.94092,7227.572825,5925.317365,3565.648469,5211.365647,4583.010061
7646.9896,6658.20268,7365.826587,4530.845201,6173.79521,4584.208407
9036.326782,8649.64053,6411.145552,3781.500044,5807.696111,4584.961566
9558.119859,7484.044644,6113.80954,3548.185191,4712.970418,4585.488339
9167.516662,7566.792334,4376.195671,4016.901845,5021.816912,4586.11857
8808.345795,7627.27394,5434.865461,4195.554995,5680.274131,4587.100592
7511.778439,7181.365111,5857.683025,4663.203233,4803.004654,4588.983339
7401.804093,7351.679711,4572.995242,4328.969605,5522.157018,4589.509603
9740.494225,8581.2422,5394.904506,3315.839257,4791.171193,4590.092187
11011.76628,7015.650374,6486.889742,3507.746588,4839.298819,4591.895386
6785.880312,6000.542225,5640.631303,3587.667175,4614.951467,4592.726577
7852.796569,8385.557726,4960.513361,3589.587555,4982.311284,4593.385914
8100.824129,7129.684965,6682.121943,3847.640406,4449.480684,4594.001166
7043.618013,7120.088992,5763.968267,3334.416418,4392.644265,4594.849972
5669.561676,8058.614956,7380.56455,3199.09456,5247.561362,4595.96154
7117.96605,6991.012411,7014.194152,4232.581478,7329.47907,4596.269933
11789.88854,6264.358317,4937.58189,4733.80757,5344.772985,4596.771546
6708.400007,7526.423605,4307.512284,4008.155497,6043.41776,4597.967155
8979.908902,8542.438941,4887.539586,4384.532892,4754.735033,4599.086042
8512.528978,8502.173087,5393.430617,3622.224418,5508.138392,4600.176962
8386.005603,5507.09024,4432.72022,4142.444882,4958.78482,4601.518537
8133.792694,7007.472632,5412.387874,3146.905419,4110.859723,4602.090808
8497.457986,6887.779545,5400.163671,4915.306635,4308.972296,4602.67144
7978.794756,8007.14135,8290.590584,3868.323753,5254.042371,4603.93609
6354.626972,6806.397537,5438.080804,4840.223945,5269.046174,4604.89202
7554.956968,6384.08147,5759.976041,3605.558038,5648.982363,4605.593764
6888.970264,6682.727464,7440.601915,4573.070191,5790.215037,4606.375136
6917.807081,6955.583742,4907.269143,5220.952754,4806.132965,4607.216137
7421.729625,6057.744152,6097.40171,3355.001703,5851.498061,4607.516508
7218.505635,7099.243213,5817.800087,5811.429492,5009.631412,4608.320153
8207.43687,6215.796255,5717.366837,3186.528834,4869.140635,4609.040752
6940.238652,7904.721682,6155.52175,3735.658088,5030.170517,4609.553914
8504.486395,7440.794224,4461.758408,3527.404375,5430.752973,4610.491544
7626.116361,6322.959129,4639.887412,4068.265182,5697.284037,4611.561092
9090.698181,6529.21354,4670.058384,3434.366809,4800.150685,4612.671403
8897.31444,5979.838041,6474.266782,3306.910629,5592.876479,4613.34264
7178.925452,9213.531023,4295.596321,4195.475506,5594.076489,4614.628743
7784.534953,6614.155822,5413.971016,3913.212858,4114.062028,4615.145505
7667.535456,7094.086826,5364.715349,3217.177981,5887.720926,4615.458675
7290.112002,5654.62288,5350.791474,4035.487929,5067.759132,4616.444031
5553.230972,5862.611554,5126.679514,4293.958823,6859.655662,4617.430315
7538.728318,6394.038071,6254.290278,3981.628295,6576.812582,4618.250953
7975.920387,7377.235836,7219.64918,5291.122462,6362.404182,4619.117095
8635.020737,6493.465839,4887.299926,3559.925577,5924.969901,4619.953366
8178.924115,5843.672871,5193.77871,3746.882713,4616.016553,4620.525453
7239.171856,6559.559343,5644.676192,4115.715714,5232.85764,4620.912204
7617.804845,6844.200607,4324.720925,4015.7456,7189.891364,4622.133094
8449.680785,6991.408463,4667.982563,3270.620559,4596.191101,4622.501406
5891.92082,9288.439669,4792.830471,3691.451359,3934.928547,4623.244949
8958.668465,6600.579666,6386.652672,4030.915995,5757.009876,4624.042173
7775.882883,6708.233549,4100.362914,4353.55914,5876.328487,4625.22828
7035.987455,6561.202295,5585.116634,4076.778379,4353.036501,4625.672376
6599.668873,5797.204175,6212.431133,3401.731976,4701.340453,4626.603088
9587.480477,6903.792137,5609.118803,4523.198905,4798.813858,4627.738553
6618.96395,7232.936668,3836.261297,3974.168901,5944.363342,4628.724508
10237.01114,7502.143215,6687.338954,4880.373622,5138.365894,4629.626039
7344.916216,6500.529775,4562.162207,3800.455228,5406.195573,4630.319698
7865.485237,6059.211139,5151.217129,4700.372759,5532.48475,4632.083712
9503.864324,6708.414938,4999.549615,3845.72203,4919.310966,4633.321362
8761.760284,8635.597769,5271.730638,5921.315159,5432.519224,4633.62573
8992.496352,7560.122284,6989.936234,4269.33017,5975.203066,4634.18138
7306.172039,5935.285563,5614.687941,2872.175468,7903.823447,4635.232525
7368.695568,5730.708738,4668.676184,5333.000555,4082.491118,4636.394362
9174.686404,5353.528235,6070.763879,4301.385554,4887.939687,4637.039749
6476.663893,6407.494112,4290.213966,4824.869106,6155.67572,4638.250733
7884.500408,6893.538155,4669.523546,4616.650547,6011.406247,4639.086855
6958.610765,7730.463278,4927.678959,3404.575911,4085.679138,4640.192431
7002.779137,6421.603006,5609.928571,4222.593096,5588.030152,4640.883888
7059.448577,7022.907862,4914.968059,3752.044239,5103.206344,4641.383247
7804.284131,7362.076962,4338.003651,4272.448557,4477.693402,4642.082451
7364.138381,6562.441733,4080.807605,3498.975592,5447.182106,4643.302194
7080.756933,7228.143213,6190.186805,4659.622916,7751.395586,4644.358203
7823.964579,5978.237778,5078.43636,4376.530494,5387.813327,4645.579079
9613.215661,7679.878846,7249.417008,4229.849992,5920.973746,4646.188082
8612.048568,6961.090604,5510.938452,3338.57353,6409.0539,4646.757492
7901.450956,6656.589238,5199.935091,4412.074888,4955.334229,4647.309337
8454.703043,7407.925319,6182.825869,3754.33579,6226.811112,4648.374854
7344.081493,7744.963534,5051.570682,4010.020206,5064.97646,4649.927626
7920.020103,6864.666116,6009.819502,4209.687604,5014.670189,4650.658655
6457.016707,6508.268893,5118.546991,3904.497193,5248.536672,4651.996478
7964.102098,6519.301521,6075.120923,3714.361821,5799.172753,4653.826657
8299.461074,5036.582629,6807.846114,3243.17042,4737.747874,4655.082775
7527.549474,5158.083317,4806.455907,3133.77856,5231.211305,4655.691818
7739.402771,5531.838319,5733.314306,3794.297643,5284.026893,4656.9736
8033.326136,9140.048047,3638.928649,3513.227359,6795.19345,4657.884955
7324.083538,5801.415737,5360.861271,4217.459643,6137.895616,4659.84259
9448.792397,7177.560362,6258.389634,4341.009058,7898.700737,4660.463771
9590.507843,6062.580891,6019.451602,5780.637376,4713.513396,4661.239133
7079.058269,7062.299845,4920.435755,3781.64783,5702.123427,4662.158903
8622.588987,7264.112548,4985.44253,5421.217416,5014.367941,4663.648117
8806.636079,6687.053994,4809.203013,5463.728833,4651.441446,4664.423563
7976.125056,5972.199065,5797.014652,3470.442008,4846.400934,4665.29541
8096.646601,5949.500138,5584.181492,4181.450456,3827.332623,4665.694779
8234.097831,5981.737548,5808.06465,4505.917612,3924.912163,4666.846381
6615.803956,6879.980698,5302.302543,3425.148887,6099.451327,4667.370765
8226.066785,6587.627746,5105.494806,4030.542182,5284.760072,4668.106866
9443.303046,6731.482029,5906.641081,3784.560537,5291.394166,4668.403054
9000.739857,6773.119808,5161.249795,3746.594871,6469.337948,4669.278978
8153.869349,6528.232549,6672.242729,5653.687292,6945.439514,4669.672302
9070.52713,6633.952995,6618.19475,4892.635411,5949.755135,4670.061663
10685.96134,6770.543951,5912.878974,4919.43147,4886.408431,4671.214238
7699.176977,7239.245895,5105.083798,3712.004475,4966.160709,4671.667759
8026.883253,5790.746267,5501.565551,3154.054791,5048.322688,4672.648963
8199.065599,6493.358209,5395.086438,3951.137215,5081.557257,4674.004447
7678.319662,6294.147077,5385.105455,3371.385044,5678.759885,4675.070969
6892.676184,7201.051089,6295.890455,4613.907256,5187.821914,4676.041543
8619.51251,7065.842449,5375.064159,4711.059402,4231.165413,4676.329238
8871.474604,6958.366125,6554.664743,4047.274513,5829.583636,4676.869187
8595.879362,6993.786637,5100.94488,3407.815885,6257.071272,4677.368254
7808.005886,10716.34375,5008.860815,4649.210097,5193.846809,4678.570783
10005.94161,7150.866674,6858.272148,3129.730708,4271.061482,4679.792902
6518.022134,5991.662399,5530.33164,4424.89461,6774.475818,4680.399566
7256.589144,8015.160699,4675.527171,4770.549314,4970.812706,4681.116083
9756.236078,5469.06051,4803.163105,3369.669606,4630.42402,4681.674204
7922.037027,6515.376912,5792.698885,4283.965715,5076.278578,4682.027124
8759.848894,6254.356556,5564.08106,4160.087173,4627.700167,4682.757061
8070.135147,7546.83782,5271.758434,4651.073736,6027.454554,4683.776054
8178.180481,6757.285528,5308.48452,5265.839553,4933.360527,4686.159011
9952.344726,7890.230153,4684.46439,3861.956514,5621.109592,4686.629831
7632.968714,6039.924961,5685.348383,5130.749371,5212.194244,4687.337527
12383.01245,6686.277792,4295.718565,4223.947261,4930.335222,4688.052011
9274.882339,5955.012394,5579.537822,5557.782452,5536.004861,4689.247888
5709.104024,8470.172675,6230.827953,3400.022417,4647.113606,4689.595528
6624.558526,7397.498521,5623.046995,3855.140609,5721.682637,4690.355675
7164.490389,6402.180967,4418.07913,3683.157697,4313.647251,4690.935437
10272.89538,7795.45614,6800.665615,3763.958929,6233.667132,4691.750777
11460.37786,4886.955037,6152.71871,4201.426606,5023.472745,4693.253267
7626.890341,5717.55612,6374.448737,4945.602106,6828.095155,4693.984497
8690.838698,6632.620808,6098.141203,3874.894296,4644.314971,4694.508993
8243.161342,7143.792907,5083.852209,3895.608952,5717.736333,4695.078422
7833.274844,7793.521376,5756.155761,3495.95957,6787.127737,4695.754343
10427.59897,5470.68409,5892.033372,3943.724858,5400.133998,4696.258861
5899.574067,6954.766118,5720.406029,5459.666498,5987.811728,4697.246586
10185.62848,7648.525246,4780.072891,4136.4481,7597.954193,4697.775827
7940.226097,7507.890357,8076.918787,4225.667319,4966.286912,4698.851125
7375.47552,6262.585261,6144.893732,3731.269604,5702.466386,4699.991508
6967.889219,7272.705813,4574.894309,4212.870233,6496.598912,4700.721224
8538.595069,7405.307565,5039.336229,4978.690351,5568.15023,4701.207776
8191.918843,6273.97593,5833.181322,3190.502906,6000.260479,4702.261564
8170.288405,8363.311486,8897.263257,4416.1329,5400.785893,4702.769478
11443.35433,6286.387209,7228.487935,3766.43798,5063.392753,4703.502059
6233.393482,6627.872998,4169.837743,5683.648953,5486.252973,4704.3856
6627.165561,7943.689813,5709.948952,3673.804224,4843.513144,4704.95651
11218.32031,7159.404748,4506.500714,4427.647872,6243.273196,4705.691641
6827.840452,6693.32254,5699.086109,4762.940573,4512.522876,4706.702257
6355.09301,7232.051786,4854.172185,3722.586406,6006.493242,4707.940053
8991.478016,8001.644023,5912.505576,4554.157718,4778.001977,4708.750608
8011.226629,6614.025864,5344.541703,3384.152146,5850.466852,4709.338312
