"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b1[1]",0,0,0,0,0,0,0,1,1
"b1[2]",0.237439526860334,0.259559933912843,-0.248313604491209,0.0594429648177112,0.23257099154032,0.4128575417397,0.744001462725684,1.00111501546422,4000
"b1[3]",-4.66671147106137,2.10847738174911,-9.99838101631437,-5.56204882182237,-4.20730185319338,-3.25274524723488,-1.92736266282994,1.00151681452654,2500
"b1[4]",-0.606598115665664,0.202644598993773,-1.00401035846044,-0.747347206745593,-0.606357363667747,-0.47244946260043,-0.208461262406255,1.00067568212591,4000
"b1[5]",-0.489122175094301,0.242717045790864,-0.965348270400802,-0.65020321475266,-0.486741127785718,-0.32333865638952,-0.0256570862384724,1.0009845954693,4000
"b1[6]",-3.27993024827204,2.30667575419715,-8.92912058337895,-4.38079782626709,-2.87710718338809,-1.74628759579561,0.031337707268236,1.00094327121924,4000
"b1[7]",-0.0707870225902723,0.221336020584085,-0.499326650548174,-0.217072523963228,-0.0727169144193159,0.0755006049655042,0.361690269577115,1.00064659629266,4000
"b1[8]",0.341380275154457,0.861983344599811,-1.33272415338809,-0.228201941502418,0.337445119587465,0.927740075145605,1.99345595808221,1.00079269101118,4000
"b1[9]",-0.704057596550483,0.197668482203472,-1.08506646003202,-0.837679938280514,-0.705766390775411,-0.56692118417579,-0.318841122223363,1.00088910861417,4000
"b1[10]",-1.80535381115583,0.400170399782942,-2.61562738111218,-2.0550790013135,-1.79786695867521,-1.53489057691047,-1.05175781435604,1.00058686719472,4000
"b1[11]",-3.47346934013459,2.35766393950362,-9.5465955855108,-4.47679244906804,-3.04427109011577,-1.92401677782662,-0.249639753602095,1.00059636712879,4000
"b1[12]",-3.43314161300885,2.25506828607007,-9.19027246323473,-4.49394349856584,-3.0309767774016,-1.90460120839549,-0.279280609447404,1.00163594768638,2200
"b1[13]",-4.11238264561739,2.13649537406311,-9.58363293522236,-5.03401444423693,-3.65217794969411,-2.67577336177345,-1.15927600620221,1.00110821684698,4000
"b1[14]",-4.40337086078084,2.22006947704625,-9.79707664691584,-5.33321714431956,-3.92685303380478,-2.97891789245916,-1.53621512113875,1.00485054907083,3900
"b2[1]",0,0,0,0,0,0,0,1,1
"b2[2]",-0.903957604194468,0.144138200912713,-1.18838069171499,-1.00043699746157,-0.904616892857901,-0.810141170969842,-0.618005177601969,1.00056060284299,4000
"b3[1]",0.149037244629405,0,0.149037244629405,0.149037244629405,0.149037244629405,0.149037244629405,0.149037244629405,1,1
"b3[2]",0.19315319256676,0,0.19315319256676,0.19315319256676,0.19315319256676,0.19315319256676,0.19315319256676,1,1
"b3[3]",0.129941698014632,0,0.129941698014632,0.129941698014632,0.129941698014632,0.129941698014632,0.129941698014632,1,1
"b3[4]",0.0407501102383279,0,0.0407501102383279,0.0407501102383279,0.0407501102383279,0.0407501102383279,0.0407501102383279,1,1
"b3[5]",-0.170368254329642,0,-0.170368254329642,-0.170368254329642,-0.170368254329642,-0.170368254329642,-0.170368254329642,1,1
"b3[7]",-0.263779145727921,0.109911262273637,-0.471696598653847,-0.337301064622174,-0.266870934529385,-0.186315474949307,-0.0482162983378813,1.00081872700208,4000
"deviance",1125.18415183522,9.65961616184252,1107.38227069535,1118.72535966428,1124.74299428737,1131.23190137164,1145.10580403413,1.00130519217476,3100
"eps[1]",0.0633856649755868,0.994520426984332,-1.84925148479627,-0.629063993587643,0.0585865926413345,0.740007429542559,2.01044437736974,1.00129442087354,3100
"eps[2]",0.0562040250623767,0.986229293645848,-1.88259155456529,-0.606287018640042,0.047986793606884,0.721480171168728,1.98421601288622,1.00162996775291,2200
"eps[3]",0.0462933810662752,0.999783674040586,-1.91672281179269,-0.61750241140651,0.0450422772641044,0.719447502355448,1.97884958891486,1.00074638786729,4000
"eps[4]",0.0608895008442864,0.992613040343219,-1.84225638210751,-0.615889813120534,0.0531978460117759,0.736578945340885,2.03397301173809,1.00117689948413,3700
"eps[5]",0.0751664325659176,0.987759393144885,-1.88198977501968,-0.59369098096156,0.0960472542345697,0.748911320358907,1.95346693044926,1.00080713466352,4000
"eps[6]",0.0631275586562521,0.988348451444135,-1.86482623399847,-0.620572085391736,0.0738429349561707,0.735992950758545,2.01003958388301,1.00079797319464,4000
"eps[7]",0.0501550686477571,0.988866857092226,-1.87666439408415,-0.612453082315942,0.070923221026776,0.706694881320463,1.97025380881251,1.0009490013381,4000
"eps[8]",0.341786683846442,0.969265000859265,-1.59654737459382,-0.286228167094771,0.32798812383788,0.986940310453276,2.24091934748836,1.00103603443556,4000
"eps[9]",0.379597220531764,0.969320955365981,-1.51160689730871,-0.268094834672052,0.362803687856752,1.02741581076075,2.3195195274879,1.0015332423573,2400
"eps[10]",0.391522512597008,0.977723377727397,-1.55612772302127,-0.268004416028769,0.395315915457485,1.04685414063549,2.33188784963851,1.0005795271396,4000
"eps[11]",0.367194842024275,0.969849714330147,-1.53290238088166,-0.278994313364494,0.358646007363603,1.03496979153388,2.22828847200055,1.00069835508463,4000
"eps[12]",0.378148262031669,0.983396914101665,-1.61314364084057,-0.268984813409712,0.393688306336144,1.03047547051129,2.27484860403855,1.00081966816474,4000
"eps[13]",0.0801351087991359,0.987799385577473,-1.88260404703461,-0.592832796732559,0.0666784384404715,0.732509221097255,1.99874750023621,1.00113580044903,3900
"eps[14]",0.109232703071957,0.953479731802197,-1.77348509895808,-0.522249229542733,0.11632449321314,0.731393518076787,1.98836417723041,1.00062600331361,4000
"eps[15]",0.092598564840072,0.955695751909561,-1.75361883915278,-0.571791204657358,0.117200333730416,0.724333820324986,1.9808536017771,1.00074968740647,4000
"eps[16]",0.289936827445028,0.963372141991241,-1.57992193394587,-0.372332058018524,0.289297267373639,0.94008915696985,2.179849237446,1.00131316114239,3100
"eps[17]",0.18284692883202,0.969676956859821,-1.75445793344526,-0.458225742995169,0.185531203362024,0.814346645726158,2.07366438227741,1.00073601655573,4000
"eps[18]",0.204557850581383,0.944960083654214,-1.63246862287733,-0.431795880341957,0.206578807900327,0.819606314677362,2.07083281209519,1.00076276269827,4000
"eps[19]",0.245762090034451,0.957167760168025,-1.55563980068605,-0.400959673781481,0.246485150670158,0.873664702412083,2.14945494498003,1.00073960759004,4000
"eps[20]",0.748499960437161,0.932697564389453,-1.07868682491186,0.123768433798081,0.735464431358204,1.36669173032003,2.60501503752773,1.00052803673098,4000
"eps[21]",0.746373793485988,0.9340605114298,-1.11555785679137,0.108520309932617,0.742157073775952,1.38036432899973,2.57452662418708,1.00192996194028,1700
"eps[22]",0.4125159226697,0.940215924727316,-1.38565857765745,-0.238776840401337,0.398243915309868,1.04470123100886,2.2945563006823,1.00145312675223,2600
"eps[23]",0.428795261909116,0.946716857292163,-1.4121729914243,-0.175786639215887,0.424629315022565,1.07141132345854,2.28295383081165,1.00109670242215,4000
"eps[24]",-0.18289302498452,0.963283275138871,-2.04275888735899,-0.834385043895656,-0.187387193724885,0.466722255139452,1.70747591146726,1.00094524129483,4000
"eps[25]",0.259402457441566,0.94542979573407,-1.57782407930458,-0.382726058215857,0.262543288749074,0.897027688338831,2.07067728872471,1.00071390551815,4000
"eps[26]",0.4502245828209,0.935935153255112,-1.32795884166404,-0.186048100063852,0.433553325731655,1.08407044618478,2.2643323560409,1.00099618819782,4000
"eps[27]",0.452497691530149,0.943631910781541,-1.36410720044925,-0.18855677180261,0.445762463289237,1.0810287310869,2.26845989732307,1.00066116658993,4000
"eps[28]",0.210039717171061,0.940022861907411,-1.65865575671281,-0.410883375028736,0.209806601598508,0.854719174702639,2.04510425583537,1.00061606739336,4000
"eps[29]",0.212608316508736,0.952315703018372,-1.60314433926068,-0.427257198961365,0.187026373459068,0.8540765089415,2.11927334201038,1.00170150515075,2100
"eps[30]",0.451344372151863,0.94691610494897,-1.47628287821091,-0.177962930188011,0.433574433390214,1.08679888287018,2.26903519549098,1.00093789764857,4000
"eps[31]",0.134567867207007,0.952419752779303,-1.68151725491226,-0.506630456090259,0.115221093993746,0.764610094924566,2.0472534097312,1.00117509729666,3700
"eps[32]",0.108874371096274,0.959751717960715,-1.81782617764262,-0.53245957803608,0.120067621161816,0.777610892173494,1.93441649597963,1.00082175269381,4000
"eps[33]",-0.0460517833479465,0.942445535291768,-1.90940251025811,-0.682809100164084,-0.0477439395999109,0.576180563783585,1.87239789382017,1.00082000490462,4000
